county,precinct,office,district,party,candidate,votes,absentee,provisional,early_voting,election_day
Franklin,1-C Ozark Wd.2,U.S. House,4,Rep,Representative Bruce Westerman,23,0,0,15,8
Franklin,2-A Ozark Wd. 2,U.S. House,4,Rep,Representative Bruce Westerman,231,7,0,130,94
Franklin,2-B Ozark Rural,U.S. House,4,Rep,Representative Bruce Westerman,67,0,0,45,22
Franklin,2-C Lone Elm/Cravens,U.S. House,4,Rep,Representative Bruce Westerman,17,0,0,4,13
Franklin,2-D Wallace/Ivy,U.S. House,4,Rep,Representative Bruce Westerman,33,0,0,21,12
Franklin,2-E Ozark Wd. 3,U.S. House,4,Rep,Representative Bruce Westerman,96,7,0,53,36
Franklin,3-A Lone Elm/Cravens,U.S. House,4,Rep,Representative Bruce Westerman,139,6,0,62,71
Franklin,3-B Fern,U.S. House,4,Rep,Representative Bruce Westerman,50,3,0,26,21
Franklin,3-C Boston,U.S. House,4,Rep,Representative Bruce Westerman,68,3,0,40,25
Franklin,3-D Jethro,U.S. House,4,Rep,Representative Bruce Westerman,133,2,0,72,59
Franklin,3-E Watalula,U.S. House,4,Rep,Representative Bruce Westerman,7,0,0,3,4
Franklin,3-F Mountain,U.S. House,4,Rep,Representative Bruce Westerman,59,0,0,40,19
Franklin,4-A Philpot,U.S. House,4,Rep,Representative Bruce Westerman,109,4,0,73,32
Franklin,4-B Watalula,U.S. House,4,Rep,Representative Bruce Westerman,100,1,0,60,39
Franklin,4-C W-V Rural,U.S. House,4,Rep,Representative Bruce Westerman,26,0,0,14,12
Franklin,4-D Ozark Rural,U.S. House,4,Rep,Representative Bruce Westerman,226,6,0,134,86
Franklin,5-A Wallace/Ivy,U.S. House,4,Rep,Representative Bruce Westerman,216,0,0,130,86
Franklin,5-B Ozark Rural,U.S. House,4,Rep,Representative Bruce Westerman,20,0,0,6,14
Franklin,5-C Webb City,U.S. House,4,Rep,Representative Bruce Westerman,265,2,0,129,134
Franklin,6-A Altus Rural,U.S. House,4,Rep,Representative Bruce Westerman,138,2,0,70,66
Franklin,6-B Altus City,U.S. House,4,Rep,Representative Bruce Westerman,131,5,0,59,67
Franklin,6-C Denning City,U.S. House,4,Rep,Representative Bruce Westerman,35,0,0,11,24
Franklin,6-D W.V. City,U.S. House,4,Rep,Representative Bruce Westerman,21,0,0,11,10
Franklin,7-A Cecil,U.S. House,4,Rep,Representative Bruce Westerman,83,1,0,44,38
Franklin,7-B Webb City,U.S. House,4,Rep,Representative Bruce Westerman,101,1,0,42,58
Franklin,7-C Etna,U.S. House,4,Rep,Representative Bruce Westerman,188,0,0,100,88
Franklin,7-D Donald,U.S. House,4,Rep,Representative Bruce Westerman,149,0,0,58,91
Franklin,8-A Branch City,U.S. House,4,Rep,Representative Bruce Westerman,65,0,0,29,36
Franklin,8-B Charleston Wd. 1,U.S. House,4,Rep,Representative Bruce Westerman,192,1,0,101,90
Franklin,8-C Charleston Rural,U.S. House,4,Rep,Representative Bruce Westerman,91,3,0,45,43
Franklin,8-D Vesta,U.S. House,4,Rep,Representative Bruce Westerman,116,0,0,59,57
Franklin,8-E Donald,U.S. House,4,Rep,Representative Bruce Westerman,18,0,0,10,8
Franklin,8-F Cecil,U.S. House,4,Rep,Representative Bruce Westerman,12,1,0,5,6
Franklin,8-G Donald,U.S. House,4,Rep,Representative Bruce Westerman,3,0,0,0,3
Franklin,9-A Charleston Wd. 2,U.S. House,4,Rep,Representative Bruce Westerman,229,5,0,111,113
Franklin,9-B Charleston Wd. 3,U.S. House,4,Rep,Representative Bruce Westerman,119,12,0,55,52
Franklin,9-C Charleston Rural,U.S. House,4,Rep,Representative Bruce Westerman,69,0,0,39,30
Franklin,1-A Ozark Wd.1,U.S. House,4,Lib,Tom Canada,4,0,0,2,2
Franklin,1-B Ozark Wd. 3,U.S. House,4,Lib,Tom Canada,8,0,0,4,4
Franklin,1-C Ozark Wd.2,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,2-A Ozark Wd. 2,U.S. House,4,Lib,Tom Canada,10,1,0,5,4
Franklin,2-B Ozark Rural,U.S. House,4,Lib,Tom Canada,3,0,0,1,2
Franklin,2-C Lone Elm/Cravens,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,2-D Wallace/Ivy,U.S. House,4,Lib,Tom Canada,2,0,0,0,2
Franklin,2-E Ozark Wd. 3,U.S. House,4,Lib,Tom Canada,5,1,0,1,3
Franklin,3-A Lone Elm/Cravens,U.S. House,4,Lib,Tom Canada,4,0,0,1,3
Franklin,3-B Fern,U.S. House,4,Lib,Tom Canada,4,0,0,1,3
Franklin,3-C Boston,U.S. House,4,Lib,Tom Canada,1,0,0,0,1
Franklin,3-D Jethro,U.S. House,4,Lib,Tom Canada,3,0,0,1,2
Franklin,3-E Watalula,U.S. House,4,Lib,Tom Canada,2,0,0,1,1
Franklin,3-F Mountain,U.S. House,4,Lib,Tom Canada,1,0,0,1,0
Franklin,4-A Philpot,U.S. House,4,Lib,Tom Canada,6,0,0,4,2
Franklin,4-B Watalula,U.S. House,4,Lib,Tom Canada,1,0,0,1,0
Franklin,4-C W-V Rural,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,4-D Ozark Rural,U.S. House,4,Lib,Tom Canada,10,0,0,4,6
Franklin,5-A Wallace/Ivy,U.S. House,4,Lib,Tom Canada,4,0,0,3,1
Franklin,5-B Ozark Rural,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,5-C Webb City,U.S. House,4,Lib,Tom Canada,5,0,0,4,1
Franklin,6-A Altus Rural,U.S. House,4,Lib,Tom Canada,1,0,0,0,1
Franklin,6-B Altus City,U.S. House,4,Lib,Tom Canada,4,0,0,2,2
Franklin,6-C Denning City,U.S. House,4,Lib,Tom Canada,2,0,0,2,0
Franklin,6-D W.V. City,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,7-A Cecil,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,7-B Webb City,U.S. House,4,Lib,Tom Canada,2,0,0,0,2
Franklin,7-C Etna,U.S. House,4,Lib,Tom Canada,7,0,0,3,4
Franklin,7-D Donald,U.S. House,4,Lib,Tom Canada,6,0,0,3,3
Franklin,8-A Branch City,U.S. House,4,Lib,Tom Canada,5,1,0,1,3
Franklin,8-B Charleston Wd. 1,U.S. House,4,Lib,Tom Canada,5,0,0,0,5
Franklin,8-C Charleston Rural,U.S. House,4,Lib,Tom Canada,2,0,0,2,0
Franklin,8-D Vesta,U.S. House,4,Lib,Tom Canada,2,0,0,2,0
Franklin,8-E Donald,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,8-F Cecil,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,8-G Donald,U.S. House,4,Lib,Tom Canada,0,0,0,0,0
Franklin,9-A Charleston Wd. 2,U.S. House,4,Lib,Tom Canada,3,0,0,3,0
Franklin,9-B Charleston Wd. 3,U.S. House,4,Lib,Tom Canada,4,0,0,0,4
Franklin,9-C Charleston Rural,U.S. House,4,Lib,Tom Canada,1,0,0,1,0
Franklin,1-A Ozark Wd.1,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,1-B Ozark Wd. 3,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,1-C Ozark Wd.2,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,2-A Ozark Wd. 2,U.S. House,4,NON,Write-In,1,0,0,0,1
Franklin,2-B Ozark Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,2-C Lone Elm/Cravens,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,2-D Wallace/Ivy,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,2-E Ozark Wd. 3,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,3-A Lone Elm/Cravens,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,3-B Fern,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,3-C Boston,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,3-D Jethro,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,3-E Watalula,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,3-F Mountain,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,4-A Philpot,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,4-B Watalula,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,4-C W-V Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,4-D Ozark Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,5-A Wallace/Ivy,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,5-B Ozark Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,5-C Webb City,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,6-A Altus Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,6-B Altus City,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,6-C Denning City,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,6-D W.V. City,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,7-A Cecil,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,7-B Webb City,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,7-C Etna,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,7-D Donald,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,8-A Branch City,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,8-B Charleston Wd. 1,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,8-C Charleston Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,8-D Vesta,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,8-E Donald,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,8-F Cecil,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,8-G Donald,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,9-A Charleston Wd. 2,U.S. House,4,NON,Write-In,1,0,0,1,0
Franklin,9-B Charleston Wd. 3,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,9-C Charleston Rural,U.S. House,4,NON,Write-In,0,0,0,0,0
Franklin,1-A Ozark Wd.1,Governor,,Lib,Mark West,13,2,0,6,5
Franklin,1-B Ozark Wd. 3,Governor,,Lib,Mark West,10,0,0,8,2
Franklin,1-C Ozark Wd.2,Governor,,Lib,Mark West,0,0,0,0,0
Franklin,2-A Ozark Wd. 2,Governor,,Lib,Mark West,10,1,0,8,1
Franklin,2-B Ozark Rural,Governor,,Lib,Mark West,7,0,0,4,3
Franklin,2-C Lone Elm/Cravens,Governor,,Lib,Mark West,0,0,0,0,0
Franklin,2-D Wallace/Ivy,Governor,,Lib,Mark West,1,0,0,1,0
Franklin,2-E Ozark Wd. 3,Governor,,Lib,Mark West,7,2,0,1,4
Franklin,3-A Lone Elm/Cravens,Governor,,Lib,Mark West,4,0,0,0,4
Franklin,3-B Fern,Governor,,Lib,Mark West,5,0,0,1,4
Franklin,3-C Boston,Governor,,Lib,Mark West,2,0,0,2,0
Franklin,3-D Jethro,Governor,,Lib,Mark West,6,0,0,3,3
Franklin,3-E Watalula,Governor,,Lib,Mark West,0,0,0,0,0
Franklin,3-F Mountain,Governor,,Lib,Mark West,3,0,0,1,2
Franklin,4-A Philpot,Governor,,Lib,Mark West,9,0,0,7,2
Franklin,4-B Watalula,Governor,,Lib,Mark West,6,0,0,4,2
Franklin,4-C W-V Rural,Governor,,Lib,Mark West,0,0,0,0,0
Franklin,4-D Ozark Rural,Governor,,Lib,Mark West,9,0,0,3,6
Franklin,5-A Wallace/Ivy,Governor,,Lib,Mark West,4,0,0,3,1
Franklin,5-B Ozark Rural,Governor,,Lib,Mark West,1,0,0,0,1
Franklin,5-C Webb City,Governor,,Lib,Mark West,5,0,0,4,1
Franklin,6-A Altus Rural,Governor,,Lib,Mark West,6,0,0,4,2
Franklin,6-B Altus City,Governor,,Lib,Mark West,11,0,0,5,6
Franklin,6-C Denning City,Governor,,Lib,Mark West,2,0,0,1,1
Franklin,6-D W.V. City,Governor,,Lib,Mark West,1,0,0,1,0
Franklin,7-A Cecil,Governor,,Lib,Mark West,3,0,0,2,1
Franklin,7-B Webb City,Governor,,Lib,Mark West,1,0,0,1,0
Franklin,7-C Etna,Governor,,Lib,Mark West,10,0,0,2,8
Franklin,7-D Donald,Governor,,Lib,Mark West,6,0,0,1,5
Franklin,8-A Branch City,Governor,,Lib,Mark West,4,0,0,2,2
Franklin,8-B Charleston Wd. 1,Governor,,Lib,Mark West,5,0,0,2,3
Franklin,8-C Charleston Rural,Governor,,Lib,Mark West,5,1,0,3,1
Franklin,8-D Vesta,Governor,,Lib,Mark West,6,0,0,5,1
Franklin,8-E Donald,Governor,,Lib,Mark West,0,0,0,0,0
Franklin,8-F Cecil,Governor,,Lib,Mark West,0,0,0,0,0
Franklin,8-G Donald,Governor,,Lib,Mark West,0,0,0,0,0
Franklin,9-A Charleston Wd. 2,Governor,,Lib,Mark West,7,0,0,5,2
Franklin,9-B Charleston Wd. 3,Governor,,Lib,Mark West,4,0,0,1,3
Franklin,9-C Charleston Rural,Governor,,Lib,Mark West,2,0,0,1,1
Franklin,1-A Ozark Wd.1,Governor,,Rep,Governor Asa Hutchinson,194,3,0,113,78
Franklin,1-B Ozark Wd. 3,Governor,,Rep,Governor Asa Hutchinson,201,7,0,121,73
Franklin,1-C Ozark Wd.2,Governor,,Rep,Governor Asa Hutchinson,24,0,0,15,9
Franklin,2-A Ozark Wd. 2,Governor,,Rep,Governor Asa Hutchinson,259,7,0,147,105
Franklin,2-B Ozark Rural,Governor,,Rep,Governor Asa Hutchinson,62,0,0,40,22
Franklin,2-C Lone Elm/Cravens,Governor,,Rep,Governor Asa Hutchinson,18,0,0,4,14
Franklin,2-D Wallace/Ivy,Governor,,Rep,Governor Asa Hutchinson,35,0,0,21,14
Franklin,2-E Ozark Wd. 3,Governor,,Rep,Governor Asa Hutchinson,103,5,0,59,39
Franklin,3-A Lone Elm/Cravens,Governor,,Rep,Governor Asa Hutchinson,148,7,0,67,74
Franklin,3-B Fern,Governor,,Rep,Governor Asa Hutchinson,49,3,0,26,20
Franklin,3-C Boston,Governor,,Rep,Governor Asa Hutchinson,69,3,0,41,25
Franklin,3-D Jethro,Governor,,Rep,Governor Asa Hutchinson,132,3,0,70,59
Franklin,3-E Watalula,Governor,,Rep,Governor Asa Hutchinson,7,0,0,3,4
Franklin,3-F Mountain,Governor,,Rep,Governor Asa Hutchinson,58,0,0,41,17
Franklin,4-A Philpot,Governor,,Rep,Governor Asa Hutchinson,109,4,0,72,33
Franklin,4-B Watalula,Governor,,Rep,Governor Asa Hutchinson,97,1,0,57,39
Franklin,4-C W-V Rural,Governor,,Rep,Governor Asa Hutchinson,28,0,0,13,15
Franklin,4-D Ozark Rural,Governor,,Rep,Governor Asa Hutchinson,243,6,0,141,96
Franklin,5-A Wallace/Ivy,Governor,,Rep,Governor Asa Hutchinson,224,0,0,135,89
Franklin,5-B Ozark Rural,Governor,,Rep,Governor Asa Hutchinson,20,0,0,6,14
Franklin,5-C Webb City,Governor,,Rep,Governor Asa Hutchinson,286,3,0,134,149
Franklin,6-A Altus Rural,Governor,,Rep,Governor Asa Hutchinson,151,3,0,74,74
Franklin,6-B Altus City,Governor,,Rep,Governor Asa Hutchinson,138,5,0,67,66
Franklin,6-C Denning City,Governor,,Rep,Governor Asa Hutchinson,42,0,0,15,27
Franklin,6-D W.V. City,Governor,,Rep,Governor Asa Hutchinson,20,0,0,10,10
Franklin,7-A Cecil,Governor,,Rep,Governor Asa Hutchinson,82,1,0,42,39
Franklin,7-B Webb City,Governor,,Rep,Governor Asa Hutchinson,105,2,0,44,59
Franklin,7-C Etna,Governor,,Rep,Governor Asa Hutchinson,188,0,0,101,87
Franklin,7-D Donald,Governor,,Rep,Governor Asa Hutchinson,155,0,0,62,93
Franklin,8-A Branch City,Governor,,Rep,Governor Asa Hutchinson,71,0,0,33,38
Franklin,8-B Charleston Wd. 1,Governor,,Rep,Governor Asa Hutchinson,197,1,0,101,95
Franklin,8-C Charleston Rural,Governor,,Rep,Governor Asa Hutchinson,94,2,0,43,49
Franklin,8-D Vesta,Governor,,Rep,Governor Asa Hutchinson,116,0,0,58,58
Franklin,8-E Donald,Governor,,Rep,Governor Asa Hutchinson,18,0,0,11,7
Franklin,8-F Cecil,Governor,,Rep,Governor Asa Hutchinson,13,1,0,6,6
Franklin,8-G Donald,Governor,,Rep,Governor Asa Hutchinson,3,0,0,0,3
Franklin,9-A Charleston Wd. 2,Governor,,Rep,Governor Asa Hutchinson,248,5,0,126,117
Franklin,9-B Charleston Wd. 3,Governor,,Rep,Governor Asa Hutchinson,126,13,0,54,59
Franklin,9-C Charleston Rural,Governor,,Rep,Governor Asa Hutchinson,71,0,0,41,30
Franklin,1-A Ozark Wd.1,Governor,,Dem,Jared K. Henderson,44,0,0,27,17
Franklin,1-B Ozark Wd. 3,Governor,,Dem,Jared K. Henderson,45,3,0,27,15
Franklin,1-C Ozark Wd.2,Governor,,Dem,Jared K. Henderson,0,0,0,0,0
Franklin,2-A Ozark Wd. 2,Governor,,Dem,Jared K. Henderson,67,3,0,44,20
Franklin,2-B Ozark Rural,Governor,,Dem,Jared K. Henderson,8,0,0,5,3
Franklin,2-C Lone Elm/Cravens,Governor,,Dem,Jared K. Henderson,1,0,0,0,1
Franklin,2-D Wallace/Ivy,Governor,,Dem,Jared K. Henderson,3,0,0,3,0
Franklin,2-E Ozark Wd. 3,Governor,,Dem,Jared K. Henderson,21,4,0,11,6
Franklin,3-A Lone Elm/Cravens,Governor,,Dem,Jared K. Henderson,26,4,0,8,14
Franklin,3-B Fern,Governor,,Dem,Jared K. Henderson,9,0,0,7,2
Franklin,3-C Boston,Governor,,Dem,Jared K. Henderson,29,0,0,14,15
Franklin,3-D Jethro,Governor,,Dem,Jared K. Henderson,18,0,0,11,7
Franklin,3-E Watalula,Governor,,Dem,Jared K. Henderson,7,0,0,3,4
Franklin,3-F Mountain,Governor,,Dem,Jared K. Henderson,11,0,0,8,3
Franklin,4-A Philpot,Governor,,Dem,Jared K. Henderson,33,1,0,25,7
Franklin,4-B Watalula,Governor,,Dem,Jared K. Henderson,16,0,0,12,4
Franklin,4-C W-V Rural,Governor,,Dem,Jared K. Henderson,11,0,0,8,3
Franklin,4-D Ozark Rural,Governor,,Dem,Jared K. Henderson,59,1,0,40,18
Franklin,5-A Wallace/Ivy,Governor,,Dem,Jared K. Henderson,47,0,0,28,19
Franklin,5-B Ozark Rural,Governor,,Dem,Jared K. Henderson,2,0,0,1,1
Franklin,5-C Webb City,Governor,,Dem,Jared K. Henderson,48,0,0,22,26
Franklin,6-A Altus Rural,Governor,,Dem,Jared K. Henderson,29,1,0,17,11
Franklin,6-B Altus City,Governor,,Dem,Jared K. Henderson,38,0,0,18,20
Franklin,6-C Denning City,Governor,,Dem,Jared K. Henderson,15,0,0,10,5
Franklin,6-D W.V. City,Governor,,Dem,Jared K. Henderson,3,0,0,2,1
Franklin,7-A Cecil,Governor,,Dem,Jared K. Henderson,16,0,0,13,3
Franklin,7-B Webb City,Governor,,Dem,Jared K. Henderson,17,0,0,7,10
Franklin,7-C Etna,Governor,,Dem,Jared K. Henderson,31,1,0,13,17
Franklin,7-D Donald,Governor,,Dem,Jared K. Henderson,31,1,0,13,17
Franklin,8-A Branch City,Governor,,Dem,Jared K. Henderson,24,4,0,10,10
Franklin,8-B Charleston Wd. 1,Governor,,Dem,Jared K. Henderson,45,1,0,23,21
Franklin,8-C Charleston Rural,Governor,,Dem,Jared K. Henderson,17,0,0,9,8
Franklin,8-D Vesta,Governor,,Dem,Jared K. Henderson,25,1,0,14,10
Franklin,8-E Donald,Governor,,Dem,Jared K. Henderson,5,0,0,4,1
Franklin,8-F Cecil,Governor,,Dem,Jared K. Henderson,3,0,0,2,1
Franklin,8-G Donald,Governor,,Dem,Jared K. Henderson,2,0,0,2,0
Franklin,9-A Charleston Wd. 2,Governor,,Dem,Jared K. Henderson,43,0,0,32,11
Franklin,9-B Charleston Wd. 3,Governor,,Dem,Jared K. Henderson,52,1,0,30,21
Franklin,9-C Charleston Rural,Governor,,Dem,Jared K. Henderson,15,0,0,8,7
Franklin,1-A Ozark Wd.1,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,192,5,0,111,76
Franklin,1-B Ozark Wd. 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,187,7,0,111,69
Franklin,1-C Ozark Wd.2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,22,0,0,15,7
Franklin,2-A Ozark Wd. 2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,247,7,0,140,100
Franklin,2-B Ozark Rural,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,67,0,0,45,22
Franklin,2-C Lone Elm/Cravens,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,18,0,0,4,14
Franklin,2-D Wallace/Ivy,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,33,0,0,21,12
Franklin,2-E Ozark Wd. 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,98,4,0,55,39
Franklin,3-A Lone Elm/Cravens,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,143,7,0,65,71
Franklin,3-B Fern,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,50,3,0,26,21
Franklin,3-C Boston,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,67,3,0,39,25
Franklin,3-D Jethro,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,130,2,0,69,59
Franklin,3-E Watalula,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,8,0,0,3,5
Franklin,3-F Mountain,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,58,0,0,39,19
Franklin,4-A Philpot,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,110,4,0,75,31
Franklin,4-B Watalula,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,100,1,0,60,39
Franklin,4-C W-V Rural,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,23,0,0,13,10
Franklin,4-D Ozark Rural,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,238,6,0,137,95
Franklin,5-A Wallace/Ivy,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,215,0,0,129,86
Franklin,5-B Ozark Rural,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,21,0,0,6,15
Franklin,5-C Webb City,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,277,2,0,135,140
Franklin,6-A Altus Rural,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,144,2,0,74,68
Franklin,6-B Altus City,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,135,5,0,60,70
Franklin,6-C Denning City,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,37,0,0,13,24
Franklin,6-D W.V. City,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,21,0,0,11,10
Franklin,7-A Cecil,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,82,1,0,41,40
Franklin,7-B Webb City,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,104,2,0,43,59
Franklin,7-C Etna,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,188,0,0,101,87
Franklin,7-D Donald,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,148,0,0,55,93
