county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_1,absentee_2,provisional
Lafayette,Lewisville Ward 1,U.S. House,4,Rep,Representative Bruce Westerman,64,17,45,0,2,0
Lafayette,Lewisville Ward 2,U.S. House,4,Rep,Representative Bruce Westerman,22,4,15,0,3,0
Lafayette,Lewisville Ward 3,U.S. House,4,Rep,Representative Bruce Westerman,34,12,19,0,3,0
Lafayette,"Stamps Ward 1, Pct 1",U.S. House,4,Rep,Representative Bruce Westerman,41,18,21,0,1,1
Lafayette,"Stamps Ward 1, Pct 2",U.S. House,4,Rep,Representative Bruce Westerman,16,0,16,0,0,0
Lafayette,Stamps Ward 2,U.S. House,4,Rep,Representative Bruce Westerman,80,45,29,0,4,2
Lafayette,Stamps Ward 3,U.S. House,4,Rep,Representative Bruce Westerman,34,16,15,0,3,0
Lafayette,Boyd Hill,U.S. House,4,Rep,Representative Bruce Westerman,40,11,27,0,2,0
Lafayette,Bradley,U.S. House,4,Rep,Representative Bruce Westerman,75,49,23,0,2,1
Lafayette,Buckner,U.S. House,4,Rep,Representative Bruce Westerman,29,10,18,0,1,0
Lafayette,Canfield,U.S. House,4,Rep,Representative Bruce Westerman,23,12,10,0,1,0
Lafayette,Center,U.S. House,4,Rep,Representative Bruce Westerman,193,65,107,0,20,1
Lafayette,Gin City,U.S. House,4,Rep,Representative Bruce Westerman,73,53,20,0,0,0
Lafayette,Mars Hill,U.S. House,4,Rep,Representative Bruce Westerman,43,10,32,0,1,0
Lafayette,Oak Grove,U.S. House,4,Rep,Representative Bruce Westerman,20,9,9,0,2,0
Lafayette,Piney Grove,U.S. House,4,Rep,Representative Bruce Westerman,95,33,51,0,11,0
Lafayette,Red River,U.S. House,4,Rep,Representative Bruce Westerman,31,12,14,0,5,0
Lafayette,Sardis,U.S. House,4,Rep,Representative Bruce Westerman,76,48,25,0,2,1
Lafayette,State Line,U.S. House,4,Rep,Representative Bruce Westerman,100,55,26,0,19,0
Lafayette,Walker Creek,U.S. House,4,Rep,Representative Bruce Westerman,141,61,62,0,18,0
Lafayette,Lewisville Ward 1 (Out),U.S. House,4,Rep,Representative Bruce Westerman,48,15,31,0,2,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",U.S. House,4,Rep,Representative Bruce Westerman,41,17,23,0,1,0
Lafayette,Stamps Ward 2 (Out),U.S. House,4,Rep,Representative Bruce Westerman,0,0,0,0,0,0
Lafayette,Buckner (Out),U.S. House,4,Rep,Representative Bruce Westerman,2,0,0,0,2,0
Lafayette,Bradley (Out),U.S. House,4,Rep,Representative Bruce Westerman,41,33,7,0,1,0
Lafayette,Lewisville Ward 1,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Lewisville Ward 2,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Lewisville Ward 3,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 1",U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2",U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Stamps Ward 2,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Stamps Ward 3,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Boyd Hill,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Bradley,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Buckner,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Canfield,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Center,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Gin City,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Mars Hill,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Oak Grove,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Piney Grove,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Red River,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Sardis,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,State Line,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Walker Creek,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Lewisville Ward 1 (Out),U.S. House,4,NON,Write-In,1,1,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Stamps Ward 2 (Out),U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Buckner (Out),U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Bradley (Out),U.S. House,4,NON,Write-In,0,0,0,0,0,0
Lafayette,Lewisville Ward 1,Governor,,Lib,Mark West,4,1,3,0,0,0
Lafayette,Lewisville Ward 2,Governor,,Lib,Mark West,2,1,0,0,1,0
Lafayette,Lewisville Ward 3,Governor,,Lib,Mark West,2,2,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 1",Governor,,Lib,Mark West,1,0,1,0,0,0
Lafayette,"Stamps Ward 1, Pct 2",Governor,,Lib,Mark West,2,0,2,0,0,0
Lafayette,Stamps Ward 2,Governor,,Lib,Mark West,4,3,1,0,0,0
Lafayette,Stamps Ward 3,Governor,,Lib,Mark West,2,1,1,0,0,0
Lafayette,Boyd Hill,Governor,,Lib,Mark West,2,0,2,0,0,0
Lafayette,Bradley,Governor,,Lib,Mark West,3,1,1,0,1,0
Lafayette,Buckner,Governor,,Lib,Mark West,1,1,0,0,0,0
Lafayette,Canfield,Governor,,Lib,Mark West,2,0,0,0,2,0
Lafayette,Center,Governor,,Lib,Mark West,9,2,5,0,2,0
Lafayette,Gin City,Governor,,Lib,Mark West,1,1,0,0,0,0
Lafayette,Mars Hill,Governor,,Lib,Mark West,0,0,0,0,0,0
Lafayette,Oak Grove,Governor,,Lib,Mark West,1,0,1,0,0,0
Lafayette,Piney Grove,Governor,,Lib,Mark West,3,3,0,0,0,0
Lafayette,Red River,Governor,,Lib,Mark West,0,0,0,0,0,0
Lafayette,Sardis,Governor,,Lib,Mark West,1,0,1,0,0,0
Lafayette,State Line,Governor,,Lib,Mark West,3,2,1,0,0,0
Lafayette,Walker Creek,Governor,,Lib,Mark West,0,0,0,0,0,0
Lafayette,Lewisville Ward 1 (Out),Governor,,Lib,Mark West,0,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",Governor,,Lib,Mark West,0,0,0,0,0,0
Lafayette,Stamps Ward 2 (Out),Governor,,Lib,Mark West,0,0,0,0,0,0
Lafayette,Buckner (Out),Governor,,Lib,Mark West,0,0,0,0,0,0
Lafayette,Bradley (Out),Governor,,Lib,Mark West,0,0,0,0,0,0
Lafayette,Lewisville Ward 1,Governor,,Dem,Jared K. Henderson,45,18,24,0,3,0
Lafayette,Lewisville Ward 2,Governor,,Dem,Jared K. Henderson,23,10,9,0,4,0
Lafayette,Lewisville Ward 3,Governor,,Dem,Jared K. Henderson,123,38,74,0,11,0
Lafayette,"Stamps Ward 1, Pct 1",Governor,,Dem,Jared K. Henderson,13,6,6,0,1,0
Lafayette,"Stamps Ward 1, Pct 2",Governor,,Dem,Jared K. Henderson,56,29,20,0,6,1
Lafayette,Stamps Ward 2,Governor,,Dem,Jared K. Henderson,61,36,23,0,2,0
Lafayette,Stamps Ward 3,Governor,,Dem,Jared K. Henderson,68,31,29,0,8,0
Lafayette,Boyd Hill,Governor,,Dem,Jared K. Henderson,25,9,15,0,1,0
Lafayette,Bradley,Governor,,Dem,Jared K. Henderson,65,48,15,0,1,1
Lafayette,Buckner,Governor,,Dem,Jared K. Henderson,35,17,17,0,1,0
Lafayette,Canfield,Governor,,Dem,Jared K. Henderson,15,5,8,0,2,0
Lafayette,Center,Governor,,Dem,Jared K. Henderson,12,7,3,0,2,0
Lafayette,Gin City,Governor,,Dem,Jared K. Henderson,45,28,13,0,4,0
Lafayette,Mars Hill,Governor,,Dem,Jared K. Henderson,8,0,8,0,0,0
Lafayette,Oak Grove,Governor,,Dem,Jared K. Henderson,1,1,0,0,0,0
Lafayette,Piney Grove,Governor,,Dem,Jared K. Henderson,17,10,7,0,0,0
Lafayette,Red River,Governor,,Dem,Jared K. Henderson,21,12,8,0,1,0
Lafayette,Sardis,Governor,,Dem,Jared K. Henderson,8,4,2,0,2,0
Lafayette,State Line,Governor,,Dem,Jared K. Henderson,13,6,1,0,6,0
Lafayette,Walker Creek,Governor,,Dem,Jared K. Henderson,12,8,2,0,2,0
Lafayette,Lewisville Ward 1 (Out),Governor,,Dem,Jared K. Henderson,12,1,9,0,2,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",Governor,,Dem,Jared K. Henderson,1,0,1,0,0,0
Lafayette,Stamps Ward 2 (Out),Governor,,Dem,Jared K. Henderson,0,0,0,0,0,0
Lafayette,Buckner (Out),Governor,,Dem,Jared K. Henderson,0,0,0,0,0,0
Lafayette,Bradley (Out),Governor,,Dem,Jared K. Henderson,14,10,4,0,0,0
Lafayette,Lewisville Ward 1,Governor,,Rep,Governor Asa Hutchinson,65,18,44,0,3,0
Lafayette,Lewisville Ward 2,Governor,,Rep,Governor Asa Hutchinson,26,5,16,0,5,0
Lafayette,Lewisville Ward 3,Governor,,Rep,Governor Asa Hutchinson,47,16,28,0,3,0
Lafayette,"Stamps Ward 1, Pct 1",Governor,,Rep,Governor Asa Hutchinson,44,20,22,0,1,1
Lafayette,"Stamps Ward 1, Pct 2",Governor,,Rep,Governor Asa Hutchinson,23,5,18,0,0,0
Lafayette,Stamps Ward 2,Governor,,Rep,Governor Asa Hutchinson,83,46,31,0,4,2
Lafayette,Stamps Ward 3,Governor,,Rep,Governor Asa Hutchinson,36,14,19,0,3,0
Lafayette,Boyd Hill,Governor,,Rep,Governor Asa Hutchinson,41,12,27,0,2,0
Lafayette,Bradley,Governor,,Rep,Governor Asa Hutchinson,80,55,23,0,1,1
Lafayette,Buckner,Governor,,Rep,Governor Asa Hutchinson,30,10,19,0,1,0
Lafayette,Canfield,Governor,,Rep,Governor Asa Hutchinson,24,13,10,0,1,0
Lafayette,Center,Governor,,Rep,Governor Asa Hutchinson,188,64,105,0,18,1
Lafayette,Gin City,Governor,,Rep,Governor Asa Hutchinson,69,53,16,0,0,0
Lafayette,Mars Hill,Governor,,Rep,Governor Asa Hutchinson,41,10,30,0,1,0
Lafayette,Oak Grove,Governor,,Rep,Governor Asa Hutchinson,19,9,8,0,2,0
Lafayette,Piney Grove,Governor,,Rep,Governor Asa Hutchinson,95,30,53,0,12,0
Lafayette,Red River,Governor,,Rep,Governor Asa Hutchinson,32,13,14,0,5,0
Lafayette,Sardis,Governor,,Rep,Governor Asa Hutchinson,74,47,24,0,2,1
Lafayette,State Line,Governor,,Rep,Governor Asa Hutchinson,101,56,26,0,19,0
Lafayette,Walker Creek,Governor,,Rep,Governor Asa Hutchinson,143,63,62,0,18,0
Lafayette,Lewisville Ward 1 (Out),Governor,,Rep,Governor Asa Hutchinson,47,15,30,0,2,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",Governor,,Rep,Governor Asa Hutchinson,43,18,24,0,1,0
Lafayette,Stamps Ward 2 (Out),Governor,,Rep,Governor Asa Hutchinson,0,0,0,0,0,0
Lafayette,Buckner (Out),Governor,,Rep,Governor Asa Hutchinson,2,0,0,0,2,0
Lafayette,Bradley (Out),Governor,,Rep,Governor Asa Hutchinson,42,34,7,0,1,0
Lafayette,Lewisville Ward 1,Lieutenant Governor,,Lib,Frank Gilbert,4,1,3,0,0,0
Lafayette,Lewisville Ward 2,Lieutenant Governor,,Lib,Frank Gilbert,1,1,0,0,0,0
Lafayette,Lewisville Ward 3,Lieutenant Governor,,Lib,Frank Gilbert,1,0,1,0,0,0
Lafayette,"Stamps Ward 1, Pct 1",Lieutenant Governor,,Lib,Frank Gilbert,1,0,1,0,0,0
Lafayette,"Stamps Ward 1, Pct 2",Lieutenant Governor,,Lib,Frank Gilbert,3,0,2,0,0,1
Lafayette,Stamps Ward 2,Lieutenant Governor,,Lib,Frank Gilbert,1,0,1,0,0,0
Lafayette,Stamps Ward 3,Lieutenant Governor,,Lib,Frank Gilbert,2,2,0,0,0,0
Lafayette,Boyd Hill,Lieutenant Governor,,Lib,Frank Gilbert,2,0,2,0,0,0
Lafayette,Bradley,Lieutenant Governor,,Lib,Frank Gilbert,4,2,2,0,0,0
Lafayette,Buckner,Lieutenant Governor,,Lib,Frank Gilbert,1,1,0,0,0,0
Lafayette,Canfield,Lieutenant Governor,,Lib,Frank Gilbert,1,0,1,0,0,0
Lafayette,Center,Lieutenant Governor,,Lib,Frank Gilbert,4,0,4,0,0,0
Lafayette,Gin City,Lieutenant Governor,,Lib,Frank Gilbert,1,1,0,0,0,0
Lafayette,Mars Hill,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0,0
Lafayette,Oak Grove,Lieutenant Governor,,Lib,Frank Gilbert,1,1,0,0,0,0
Lafayette,Piney Grove,Lieutenant Governor,,Lib,Frank Gilbert,1,1,0,0,0,0
Lafayette,Red River,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0,0
Lafayette,Sardis,Lieutenant Governor,,Lib,Frank Gilbert,2,1,1,0,0,0
Lafayette,State Line,Lieutenant Governor,,Lib,Frank Gilbert,3,2,1,0,0,0
Lafayette,Walker Creek,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0,0
Lafayette,Lewisville Ward 1 (Out),Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0,0
Lafayette,Stamps Ward 2 (Out),Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0,0
Lafayette,Buckner (Out),Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0,0
Lafayette,Bradley (Out),Lieutenant Governor,,Lib,Frank Gilbert,1,1,0,0,0,0
Lafayette,Lewisville Ward 1,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,63,17,44,0,2,0
Lafayette,Lewisville Ward 2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,26,4,16,0,6,0
Lafayette,Lewisville Ward 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,38,13,22,0,3,0
Lafayette,"Stamps Ward 1, Pct 1",Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,39,17,20,0,1,1
Lafayette,"Stamps Ward 1, Pct 2",Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,17,1,16,0,0,0
Lafayette,Stamps Ward 2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,83,46,31,0,4,2
Lafayette,Stamps Ward 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,34,16,15,0,3,0
Lafayette,Boyd Hill,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,39,11,26,0,2,0
Lafayette,Bradley,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,72,49,20,0,2,1
Lafayette,Buckner,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,28,10,17,0,1,0
Lafayette,Canfield,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,23,12,10,0,1,0
Lafayette,Center,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,195,65,109,0,20,1
Lafayette,Gin City,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,74,53,21,0,0,0
Lafayette,Mars Hill,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,43,10,32,0,1,0
Lafayette,Oak Grove,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,19,9,8,0,2,0
Lafayette,Piney Grove,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,94,30,52,0,12,0
Lafayette,Red River,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,31,12,14,0,5,0
Lafayette,Sardis,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,72,46,23,0,2,1
Lafayette,State Line,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,97,54,26,0,17,0
Lafayette,Walker Creek,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,141,62,61,0,18,0
Lafayette,Lewisville Ward 1 (Out),Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,49,15,31,0,3,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,40,16,23,0,1,0
Lafayette,Stamps Ward 2 (Out),Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,0,0,0,0,0,0
Lafayette,Buckner (Out),Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,2,0,0,0,2,0
Lafayette,Bradley (Out),Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,41,33,7,0,1,0
Lafayette,Lewisville Ward 1,Lieutenant Governor,,Dem,Anthony Bland,46,19,24,0,3,0
Lafayette,Lewisville Ward 2,Lieutenant Governor,,Dem,Anthony Bland,23,10,9,0,4,0
Lafayette,Lewisville Ward 3,Lieutenant Governor,,Dem,Anthony Bland,130,40,79,0,11,0
Lafayette,"Stamps Ward 1, Pct 1",Lieutenant Governor,,Dem,Anthony Bland,18,9,8,0,1,0
Lafayette,"Stamps Ward 1, Pct 2",Lieutenant Governor,,Dem,Anthony Bland,61,32,23,0,6,0
Lafayette,Stamps Ward 2,Lieutenant Governor,,Dem,Anthony Bland,63,38,23,0,2,0
Lafayette,Stamps Ward 3,Lieutenant Governor,,Dem,Anthony Bland,70,28,34,0,8,0
Lafayette,Boyd Hill,Lieutenant Governor,,Dem,Anthony Bland,26,10,15,0,1,0
Lafayette,Bradley,Lieutenant Governor,,Dem,Anthony Bland,69,51,16,0,1,1
Lafayette,Buckner,Lieutenant Governor,,Dem,Anthony Bland,38,18,19,0,1,0
Lafayette,Canfield,Lieutenant Governor,,Dem,Anthony Bland,16,5,7,0,4,0
Lafayette,Center,Lieutenant Governor,,Dem,Anthony Bland,11,8,1,0,2,0
Lafayette,Gin City,Lieutenant Governor,,Dem,Anthony Bland,40,27,9,0,4,0
Lafayette,Mars Hill,Lieutenant Governor,,Dem,Anthony Bland,6,0,6,0,0,0
Lafayette,Oak Grove,Lieutenant Governor,,Dem,Anthony Bland,1,0,1,0,0,0
Lafayette,Piney Grove,Lieutenant Governor,,Dem,Anthony Bland,20,12,8,0,0,0
Lafayette,Red River,Lieutenant Governor,,Dem,Anthony Bland,22,13,8,0,1,0
Lafayette,Sardis,Lieutenant Governor,,Dem,Anthony Bland,7,3,2,0,2,0
Lafayette,State Line,Lieutenant Governor,,Dem,Anthony Bland,16,8,1,0,7,0
Lafayette,Walker Creek,Lieutenant Governor,,Dem,Anthony Bland,13,8,3,0,2,0
Lafayette,Lewisville Ward 1 (Out),Lieutenant Governor,,Dem,Anthony Bland,12,2,8,0,2,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",Lieutenant Governor,,Dem,Anthony Bland,3,1,2,0,0,0
Lafayette,Stamps Ward 2 (Out),Lieutenant Governor,,Dem,Anthony Bland,0,0,0,0,0,0
Lafayette,Buckner (Out),Lieutenant Governor,,Dem,Anthony Bland,0,0,0,0,0,0
Lafayette,Bradley (Out),Lieutenant Governor,,Dem,Anthony Bland,15,11,4,0,0,0
Lafayette,Lewisville Ward 1,Attorney General,,Rep,Attorney General Leslie Rutledge,60,16,42,0,2,0
Lafayette,Lewisville Ward 2,Attorney General,,Rep,Attorney General Leslie Rutledge,23,5,14,0,4,0
Lafayette,Lewisville Ward 3,Attorney General,,Rep,Attorney General Leslie Rutledge,39,13,24,0,2,0
Lafayette,"Stamps Ward 1, Pct 1",Attorney General,,Rep,Attorney General Leslie Rutledge,40,18,20,0,1,1
Lafayette,"Stamps Ward 1, Pct 2",Attorney General,,Rep,Attorney General Leslie Rutledge,18,0,18,0,0,0
Lafayette,Stamps Ward 2,Attorney General,,Rep,Attorney General Leslie Rutledge,73,42,25,0,4,2
Lafayette,Stamps Ward 3,Attorney General,,Rep,Attorney General Leslie Rutledge,31,13,15,0,3,0
Lafayette,Boyd Hill,Attorney General,,Rep,Attorney General Leslie Rutledge,42,11,29,0,2,0
Lafayette,Bradley,Attorney General,,Rep,Attorney General Leslie Rutledge,69,45,21,0,2,1
Lafayette,Buckner,Attorney General,,Rep,Attorney General Leslie Rutledge,26,9,16,0,1,0
Lafayette,Canfield,Attorney General,,Rep,Attorney General Leslie Rutledge,23,12,10,0,1,0
Lafayette,Center,Attorney General,,Rep,Attorney General Leslie Rutledge,188,63,105,0,19,1
Lafayette,Gin City,Attorney General,,Rep,Attorney General Leslie Rutledge,72,53,19,0,0,0
Lafayette,Mars Hill,Attorney General,,Rep,Attorney General Leslie Rutledge,43,10,32,0,1,0
Lafayette,Oak Grove,Attorney General,,Rep,Attorney General Leslie Rutledge,18,9,7,0,2,0
Lafayette,Piney Grove,Attorney General,,Rep,Attorney General Leslie Rutledge,92,28,53,0,11,0
Lafayette,Red River,Attorney General,,Rep,Attorney General Leslie Rutledge,28,10,13,0,5,0
Lafayette,Sardis,Attorney General,,Rep,Attorney General Leslie Rutledge,73,47,24,0,2,0
Lafayette,State Line,Attorney General,,Rep,Attorney General Leslie Rutledge,96,54,25,0,17,0
Lafayette,Walker Creek,Attorney General,,Rep,Attorney General Leslie Rutledge,137,60,59,0,18,0
Lafayette,Lewisville Ward 1 (Out),Attorney General,,Rep,Attorney General Leslie Rutledge,47,14,31,0,2,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",Attorney General,,Rep,Attorney General Leslie Rutledge,39,16,22,0,1,0
Lafayette,Stamps Ward 2 (Out),Attorney General,,Rep,Attorney General Leslie Rutledge,0,0,0,0,0,0
Lafayette,Buckner (Out),Attorney General,,Rep,Attorney General Leslie Rutledge,2,0,0,0,2,0
Lafayette,Bradley (Out),Attorney General,,Rep,Attorney General Leslie Rutledge,42,34,7,0,1,0
Lafayette,Lewisville Ward 1,Attorney General,,Dem,Mike Lee,51,21,26,0,4,0
Lafayette,Lewisville Ward 2,Attorney General,,Dem,Mike Lee,27,10,11,0,6,0
Lafayette,Lewisville Ward 3,Attorney General,,Dem,Mike Lee,127,41,76,0,10,0
Lafayette,"Stamps Ward 1, Pct 1",Attorney General,,Dem,Mike Lee,17,8,8,0,1,0
Lafayette,"Stamps Ward 1, Pct 2",Attorney General,,Dem,Mike Lee,63,34,22,0,6,1
Lafayette,Stamps Ward 2,Attorney General,,Dem,Mike Lee,70,41,27,0,2,0
Lafayette,Stamps Ward 3,Attorney General,,Dem,Mike Lee,71,29,34,0,8,0
Lafayette,Boyd Hill,Attorney General,,Dem,Mike Lee,24,10,13,0,1,0
Lafayette,Bradley,Attorney General,,Dem,Mike Lee,75,58,15,0,1,1
