county,precinct,office,district,party,candidate,votes,election_day,early_voting,election_day_paper,absentee,early_vote_paper
Stone,West Out,Governor,,REP,Governor Asa Hutchinson,111,26,64,14,1,6
Stone,Dodd Mountain,Governor,,REP,Governor Asa Hutchinson,264,70,127,58,0,9
Stone,Bethany,Governor,,REP,Governor Asa Hutchinson,149,50,45,49,2,3
Stone,Angora Mountain,Governor,,REP,Governor Asa Hutchinson,23,0,4,19,0,0
Stone,Pleasant Grove,Governor,,REP,Governor Asa Hutchinson,241,121,75,42,2,1
Stone,Foothills,Governor,,REP,Governor Asa Hutchinson,444,125,231,58,3,27
Stone,Liberty,Governor,,REP,Governor Asa Hutchinson,78,21,40,13,0,4
Stone,Northwest,Governor,,REP,Governor Asa Hutchinson,162,54,81,17,2,8
Stone,Old Lexington,Governor,,REP,Governor Asa Hutchinson,28,26,0,1,1,0
Stone,Fox,Governor,,REP,Governor Asa Hutchinson,283,133,98,44,2,6
Stone,Red Doors,Governor,,REP,Governor Asa Hutchinson,287,95,125,51,4,12
Stone,Ben 01,Governor,,REP,Governor Asa Hutchinson,72,53,5,13,1,0
Stone,Ben 02,Governor,,REP,Governor Asa Hutchinson,12,4,4,4,0,0
Stone,Northeast,Governor,,REP,Governor Asa Hutchinson,110,33,63,8,0,6
Stone,Arbanna,Governor,,DEM,Jared K. Henderson,64,15,36,7,3,3
Stone,East Out,Governor,,DEM,Jared K. Henderson,22,4,14,3,1,0
Stone,Ward 1,Governor,,DEM,Jared K. Henderson,65,13,41,3,2,6
Stone,Ward 2,Governor,,DEM,Jared K. Henderson,70,13,47,3,5,2
Stone,Ward 3,Governor,,DEM,Jared K. Henderson,82,8,63,7,1,3
Stone,West Out,Governor,,DEM,Jared K. Henderson,29,3,23,3,0,0
Stone,Dodd Mountain,Governor,,DEM,Jared K. Henderson,77,15,36,17,1,8
Stone,Bethany,Governor,,DEM,Jared K. Henderson,38,5,18,12,1,2
Stone,Angora Mountain,Governor,,DEM,Jared K. Henderson,15,0,2,13,0,0
Stone,Pleasant Grove,Governor,,DEM,Jared K. Henderson,68,26,20,21,1,0
Stone,Foothills,Governor,,DEM,Jared K. Henderson,99,20,55,13,4,7
Stone,Liberty,Governor,,DEM,Jared K. Henderson,13,3,4,3,1,2
Stone,Northwest,Governor,,DEM,Jared K. Henderson,36,10,13,13,0,0
Stone,Old Lexington,Governor,,DEM,Jared K. Henderson,6,4,2,0,0,0
Stone,Fox,Governor,,DEM,Jared K. Henderson,113,48,43,16,2,4
Stone,Red Doors,Governor,,DEM,Jared K. Henderson,118,28,65,17,3,5
Stone,Ben 01,Governor,,DEM,Jared K. Henderson,7,2,0,5,0,0
Stone,Ben 02,Governor,,DEM,Jared K. Henderson,0,0,0,0,0,0
Stone,Northeast,Governor,,DEM,Jared K. Henderson,34,7,20,5,0,2
Stone,Arbanna,Lieutenant Governor,,DEM,Anthony Bland,58,11,34,7,3,3
Stone,East Out,Lieutenant Governor,,DEM,Anthony Bland,23,4,15,3,1,0
Stone,Ward 1,Lieutenant Governor,,DEM,Anthony Bland,70,16,43,2,2,7
Stone,Ward 2,Lieutenant Governor,,DEM,Anthony Bland,78,16,51,3,5,3
Stone,Ward 3,Lieutenant Governor,,DEM,Anthony Bland,82,9,63,4,1,5
Stone,West Out,Lieutenant Governor,,DEM,Anthony Bland,35,6,25,4,0,0
Stone,Dodd Mountain,Lieutenant Governor,,DEM,Anthony Bland,70,16,32,13,1,8
Stone,Bethany,Lieutenant Governor,,DEM,Anthony Bland,38,5,18,10,2,3
Stone,Angora Mountain,Lieutenant Governor,,DEM,Anthony Bland,15,0,2,13,0,0
Stone,Pleasant Grove,Lieutenant Governor,,DEM,Anthony Bland,64,25,17,20,2,0
Stone,Foothills,Lieutenant Governor,,DEM,Anthony Bland,105,22,58,17,3,5
Stone,Liberty,Lieutenant Governor,,DEM,Anthony Bland,12,3,4,2,1,2
Stone,Northwest,Lieutenant Governor,,DEM,Anthony Bland,38,14,12,12,0,0
Stone,Old Lexington,Lieutenant Governor,,DEM,Anthony Bland,4,3,1,0,0,0
Stone,Fox,Lieutenant Governor,,DEM,Anthony Bland,118,51,45,16,2,4
Stone,Red Doors,Lieutenant Governor,,DEM,Anthony Bland,119,28,68,15,3,5
Stone,Ben 01,Lieutenant Governor,,DEM,Anthony Bland,5,1,0,4,0,0
Stone,Ben 02,Lieutenant Governor,,DEM,Anthony Bland,0,0,0,0,0,0
Stone,Northeast,Lieutenant Governor,,DEM,Anthony Bland,33,8,19,5,0,1
Stone,Arbanna,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,159,30,70,53,3,3
Stone,East Out,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,133,29,89,10,0,5
Stone,Ward 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,323,88,193,19,4,19
Stone,Ward 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,209,74,112,9,1,13
Stone,Ward 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,212,43,123,23,2,21
Stone,West Out,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,110,26,65,13,1,5
Stone,Dodd Mountain,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,272,71,132,59,1,9
Stone,Bethany,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,159,55,51,50,1,2
Stone,Angora Mountain,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,25,0,4,21,0,0
Stone,Pleasant Grove,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,249,122,79,44,1,3
Stone,Foothills,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,438,125,228,55,3,27
Stone,Liberty,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,82,21,41,16,0,4
Stone,Northwest,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,163,53,81,19,2,8
Stone,Old Lexington,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,32,29,1,1,1,0
Stone,Fox,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,285,135,99,43,2,6
Stone,Red Doors,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,295,94,128,55,5,13
Stone,Ben 01,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,76,56,5,14,1,0
Stone,Ben 02,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,12,4,4,4,0,0
Stone,Northeast,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,114,32,66,8,0,8
Stone,Arbanna,Lieutenant Governor,,LIB,Frank Gilbert,5,1,3,1,0,0
Stone,East Out,Lieutenant Governor,,LIB,Frank Gilbert,1,0,1,0,0,0
Stone,Ward 1,Lieutenant Governor,,LIB,Frank Gilbert,12,2,9,1,0,0
Stone,Ward 2,Lieutenant Governor,,LIB,Frank Gilbert,7,1,5,0,0,1
Stone,Ward 3,Lieutenant Governor,,LIB,Frank Gilbert,12,1,6,4,0,1
Stone,West Out,Lieutenant Governor,,LIB,Frank Gilbert,6,2,1,0,0,3
Stone,Dodd Mountain,Lieutenant Governor,,LIB,Frank Gilbert,7,3,1,3,0,0
Stone,Bethany,Lieutenant Governor,,LIB,Frank Gilbert,5,3,2,0,0,0
Stone,Angora Mountain,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,2,0,0
Stone,Pleasant Grove,Lieutenant Governor,,LIB,Frank Gilbert,6,3,1,2,0,0
Stone,Foothills,Lieutenant Governor,,LIB,Frank Gilbert,15,2,7,3,1,2
Stone,Liberty,Lieutenant Governor,,LIB,Frank Gilbert,3,0,3,0,0,0
Stone,Northwest,Lieutenant Governor,,LIB,Frank Gilbert,7,2,3,2,0,0
Stone,Old Lexington,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Stone,Fox,Lieutenant Governor,,LIB,Frank Gilbert,13,4,7,2,0,0
Stone,Red Doors,Lieutenant Governor,,LIB,Frank Gilbert,9,3,3,3,0,0
Stone,Ben 01,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Stone,Ben 02,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Stone,Northeast,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,0,1
Stone,Arbanna,Attorney General,,LIB,Kerry Hicks,7,3,1,2,0,1
Stone,East Out,Attorney General,,LIB,Kerry Hicks,2,0,2,0,0,0
Stone,Ward 1,Attorney General,,LIB,Kerry Hicks,10,2,8,0,0,0
Stone,Ward 2,Attorney General,,LIB,Kerry Hicks,10,6,4,0,0,0
Stone,Ward 3,Attorney General,,LIB,Kerry Hicks,11,2,7,1,0,1
Stone,West Out,Attorney General,,LIB,Kerry Hicks,6,2,3,0,0,1
Stone,Dodd Mountain,Attorney General,,LIB,Kerry Hicks,7,3,1,2,0,1
Stone,Bethany,Attorney General,,LIB,Kerry Hicks,9,1,4,4,0,0
Stone,Angora Mountain,Attorney General,,LIB,Kerry Hicks,4,0,0,4,0,0
Stone,Pleasant Grove,Attorney General,,LIB,Kerry Hicks,5,1,0,2,1,1
Stone,Foothills,Attorney General,,LIB,Kerry Hicks,9,0,5,4,0,0
Stone,Liberty,Attorney General,,LIB,Kerry Hicks,5,1,3,1,0,0
Stone,Northwest,Attorney General,,LIB,Kerry Hicks,7,3,3,1,0,0
Stone,Old Lexington,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Stone,Fox,Attorney General,,LIB,Kerry Hicks,12,5,5,2,0,0
Stone,Red Doors,Attorney General,,LIB,Kerry Hicks,11,5,4,2,0,0
Stone,Ben 01,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Stone,Ben 02,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Stone,Northeast,Attorney General,,LIB,Kerry Hicks,1,0,0,0,0,1
Stone,Arbanna,Attorney General,,REP,Attorney General Leslie Rutledge,157,29,72,51,3,2
Stone,East Out,Attorney General,,REP,Attorney General Leslie Rutledge,132,26,91,10,0,5
Stone,Ward 1,Attorney General,,REP,Attorney General Leslie Rutledge,323,88,193,18,4,20
Stone,Ward 2,Attorney General,,REP,Attorney General Leslie Rutledge,207,73,111,8,0,15
Stone,Ward 3,Attorney General,,REP,Attorney General Leslie Rutledge,210,41,120,25,2,22
Stone,West Out,Attorney General,,REP,Attorney General Leslie Rutledge,112,24,65,15,1,7
Stone,Dodd Mountain,Attorney General,,REP,Attorney General Leslie Rutledge,264,69,128,58,1,8
Stone,Bethany,Attorney General,,REP,Attorney General Leslie Rutledge,153,56,49,45,1,2
Stone,Angora Mountain,Attorney General,,REP,Attorney General Leslie Rutledge,22,0,4,18,0,0
Stone,Pleasant Grove,Attorney General,,REP,Attorney General Leslie Rutledge,244,124,74,43,1,2
Stone,Foothills,Attorney General,,REP,Attorney General Leslie Rutledge,437,127,226,53,3,28
Stone,Liberty,Attorney General,,REP,Attorney General Leslie Rutledge,79,20,39,16,0,4
Stone,Northwest,Attorney General,,REP,Attorney General Leslie Rutledge,163,53,80,20,2,8
Stone,Old Lexington,Attorney General,,REP,Attorney General Leslie Rutledge,26,24,0,1,1,0
Stone,Fox,Attorney General,,REP,Attorney General Leslie Rutledge,283,132,100,43,2,6
Stone,Red Doors,Attorney General,,REP,Attorney General Leslie Rutledge,294,90,128,59,5,12
Stone,Ben 01,Attorney General,,REP,Attorney General Leslie Rutledge,76,55,5,15,1,0
Stone,Ben 02,Attorney General,,REP,Attorney General Leslie Rutledge,12,4,4,4,0,0
Stone,Northeast,Attorney General,,REP,Attorney General Leslie Rutledge,111,32,64,8,0,7
Stone,Arbanna,Attorney General,,DEM,Mike Lee,58,10,34,8,3,3
Stone,East Out,Attorney General,,DEM,Mike Lee,23,7,12,3,1,0
Stone,Ward 1,Attorney General,,DEM,Mike Lee,77,17,47,4,2,7
Stone,Ward 2,Attorney General,,DEM,Mike Lee,78,12,53,5,6,2
Stone,Ward 3,Attorney General,,DEM,Mike Lee,88,10,65,7,1,5
Stone,West Out,Attorney General,,DEM,Mike Lee,34,8,23,3,0,0
Stone,Dodd Mountain,Attorney General,,DEM,Mike Lee,80,17,37,17,1,8
Stone,Bethany,Attorney General,,DEM,Mike Lee,41,6,18,12,2,3
Stone,Angora Mountain,Attorney General,,DEM,Mike Lee,15,0,2,13,0,0
Stone,Pleasant Grove,Attorney General,,DEM,Mike Lee,71,26,23,21,1,0
Stone,Foothills,Attorney General,,DEM,Mike Lee,112,22,63,17,4,6
Stone,Liberty,Attorney General,,DEM,Mike Lee,13,3,6,1,1,2
Stone,Northwest,Attorney General,,DEM,Mike Lee,38,13,13,12,0,0
Stone,Old Lexington,Attorney General,,DEM,Mike Lee,11,9,2,0,0,0
Stone,Fox,Attorney General,,DEM,Mike Lee,124,54,47,17,2,4
Stone,Red Doors,Attorney General,,DEM,Mike Lee,122,30,69,13,3,7
Stone,Ben 01,Attorney General,,DEM,Mike Lee,4,1,0,3,0,0
Stone,Ben 02,Attorney General,,DEM,Mike Lee,0,0,0,0,0,0
Stone,Northeast,Attorney General,,DEM,Mike Lee,36,8,21,5,0,2
Stone,Arbanna,Secretary of State,,DEM,Susan Inman,58,9,34,8,3,4
Stone,East Out,Secretary of State,,DEM,Susan Inman,28,6,19,3,0,0
Stone,Ward 1,Secretary of State,,DEM,Susan Inman,92,19,61,4,2,6
Stone,Ward 2,Secretary of State,,DEM,Susan Inman,84,20,51,5,6,2
Stone,Ward 3,Secretary of State,,DEM,Susan Inman,88,12,63,6,1,6
Stone,West Out,Secretary of State,,DEM,Susan Inman,37,7,25,4,0,1
Stone,Dodd Mountain,Secretary of State,,DEM,Susan Inman,85,21,36,19,1,8
Stone,Bethany,Secretary of State,,DEM,Susan Inman,46,10,17,14,2,3
Stone,Angora Mountain,Secretary of State,,DEM,Susan Inman,16,0,2,14,0,0
Stone,Pleasant Grove,Secretary of State,,DEM,Susan Inman,71,26,23,20,2,0
Stone,Foothills,Secretary of State,,DEM,Susan Inman,120,22,69,19,4,6
Stone,Liberty,Secretary of State,,DEM,Susan Inman,18,4,8,2,1,3
Stone,Northwest,Secretary of State,,DEM,Susan Inman,45,17,14,14,0,0
Stone,Old Lexington,Secretary of State,,DEM,Susan Inman,8,7,1,0,0,0
Stone,Fox,Secretary of State,,DEM,Susan Inman,124,52,47,19,2,4
Stone,Red Doors,Secretary of State,,DEM,Susan Inman,137,31,76,20,3,7
Stone,Ben 01,Secretary of State,,DEM,Susan Inman,8,3,0,5,0,0
Stone,Ben 02,Secretary of State,,DEM,Susan Inman,0,0,0,0,0,0
Stone,Northeast,Secretary of State,,DEM,Susan Inman,39,13,20,5,0,1
Stone,Arbanna,Secretary of State,,REP,John Thurston Commissioner of State Lands,154,31,68,50,3,2
Stone,East Out,Secretary of State,,REP,John Thurston Commissioner of State Lands,125,27,83,10,0,5
Stone,Ward 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,303,85,178,18,4,18
Stone,Ward 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,192,65,104,8,0,15
Stone,Ward 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,199,38,120,23,2,16
Stone,West Out,Secretary of State,,REP,John Thurston Commissioner of State Lands,108,26,63,13,1,5
Stone,Dodd Mountain,Secretary of State,,REP,John Thurston Commissioner of State Lands,253,64,125,54,1,9
Stone,Bethany,Secretary of State,,REP,John Thurston Commissioner of State Lands,148,51,52,42,1,2
Stone,Angora Mountain,Secretary of State,,REP,John Thurston Commissioner of State Lands,23,0,3,20,0,0
Stone,Pleasant Grove,Secretary of State,,REP,John Thurston Commissioner of State Lands,236,119,72,42,1,2
Stone,Foothills,Secretary of State,,REP,John Thurston Commissioner of State Lands,421,123,217,50,3,28
Stone,Liberty,Secretary of State,,REP,John Thurston Commissioner of State Lands,76,19,39,15,0,3
Stone,Northwest,Secretary of State,,REP,John Thurston Commissioner of State Lands,156,48,81,17,2,8
Stone,Old Lexington,Secretary of State,,REP,John Thurston Commissioner of State Lands,29,26,1,1,1,0
Stone,Fox,Secretary of State,,REP,John Thurston Commissioner of State Lands,274,127,100,39,2,6
Stone,Red Doors,Secretary of State,,REP,John Thurston Commissioner of State Lands,270,88,117,48,5,12
Stone,Ben 01,Secretary of State,,REP,John Thurston Commissioner of State Lands,72,53,5,13,1,0
Stone,Ben 02,Secretary of State,,REP,John Thurston Commissioner of State Lands,12,4,4,4,0,0
Stone,Northeast,Secretary of State,,REP,John Thurston Commissioner of State Lands,107,27,63,8,0,9
Stone,Arbanna,Secretary of State,,LIB,Christopher Olson,8,2,4,2,0,0
Stone,East Out,Secretary of State,,LIB,Christopher Olson,4,0,3,0,1,0
Stone,Ward 1,Secretary of State,,LIB,Christopher Olson,9,2,5,0,0,2
Stone,Ward 2,Secretary of State,,LIB,Christopher Olson,12,3,9,0,0,0
Stone,Ward 3,Secretary of State,,LIB,Christopher Olson,17,3,9,3,0,2
Stone,West Out,Secretary of State,,LIB,Christopher Olson,6,1,3,0,0,2
Stone,Dodd Mountain,Secretary of State,,LIB,Christopher Olson,12,5,3,4,0,0
Stone,Bethany,Secretary of State,,LIB,Christopher Olson,5,2,2,1,0,0
Stone,Angora Mountain,Secretary of State,,LIB,Christopher Olson,2,0,1,1,0,0
Stone,Pleasant Grove,Secretary of State,,LIB,Christopher Olson,11,5,2,3,0,1
Stone,Foothills,Secretary of State,,LIB,Christopher Olson,13,3,5,4,0,1
Stone,Liberty,Secretary of State,,LIB,Christopher Olson,3,1,1,1,0,0
Stone,Northwest,Secretary of State,,LIB,Christopher Olson,6,4,1,1,0,0
Stone,Old Lexington,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Stone,Fox,Secretary of State,,LIB,Christopher Olson,13,8,4,1,0,0
Stone,Red Doors,Secretary of State,,LIB,Christopher Olson,14,5,6,3,0,0
Stone,Ben 01,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Stone,Ben 02,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Stone,Northeast,Secretary of State,,LIB,Christopher Olson,1,0,1,0,0,0
Stone,Arbanna,State Treasurer,,REP,Treasurer of State Dennis Milligan,167,30,75,54,4,4
Stone,East Out,State Treasurer,,REP,Treasurer of State Dennis Milligan,138,29,94,10,0,5
Stone,Ward 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,328,90,196,19,5,18
Stone,Ward 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,230,78,127,10,1,14
Stone,Ward 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,229,43,137,26,3,20
Stone,West Out,State Treasurer,,REP,Treasurer of State Dennis Milligan,124,30,73,14,1,6
Stone,Dodd Mountain,State Treasurer,,REP,Treasurer of State Dennis Milligan,278,73,133,62,1,9
Stone,Bethany,State Treasurer,,REP,Treasurer of State Dennis Milligan,168,56,55,51,3,3
Stone,Angora Mountain,State Treasurer,,REP,Treasurer of State Dennis Milligan,29,0,4,25,0,0
Stone,Pleasant Grove,State Treasurer,,REP,Treasurer of State Dennis Milligan,261,127,81,50,1,2
Stone,Foothills,State Treasurer,,REP,Treasurer of State Dennis Milligan,457,129,233,62,4,29
Stone,Liberty,State Treasurer,,REP,Treasurer of State Dennis Milligan,82,22,41,15,0,4
Stone,Northwest,State Treasurer,,REP,Treasurer of State Dennis Milligan,170,59,83,18,2,8
Stone,Old Lexington,State Treasurer,,REP,Treasurer of State Dennis Milligan,31,29,0,1,1,0
Stone,Fox,State Treasurer,,REP,Treasurer of State Dennis Milligan,304,146,106,43,3,6
Stone,Red Doors,State Treasurer,,REP,Treasurer of State Dennis Milligan,314,102,137,58,4,13
Stone,Ben 01,State Treasurer,,REP,Treasurer of State Dennis Milligan,76,54,5,16,1,0
Stone,Ben 02,State Treasurer,,REP,Treasurer of State Dennis Milligan,12,4,4,4,0,0
Stone,Northeast,State Treasurer,,REP,Treasurer of State Dennis Milligan,115,35,64,10,0,6
Stone,Arbanna,State Treasurer,,LIB,Ashley Ewald,49,12,27,7,2,1
Stone,East Out,State Treasurer,,LIB,Ashley Ewald,17,4,9,3,1,0
Stone,Ward 1,State Treasurer,,LIB,Ashley Ewald,69,16,42,3,1,7
Stone,Ward 2,State Treasurer,,LIB,Ashley Ewald,50,11,29,3,5,2
Stone,Ward 3,State Treasurer,,LIB,Ashley Ewald,68,8,51,6,0,3
Stone,West Out,State Treasurer,,LIB,Ashley Ewald,28,4,18,4,0,2
Stone,Dodd Mountain,State Treasurer,,LIB,Ashley Ewald,64,15,31,13,0,5
Stone,Bethany,State Treasurer,,LIB,Ashley Ewald,29,4,15,8,0,2
Stone,Angora Mountain,State Treasurer,,LIB,Ashley Ewald,11,0,2,9,0,0
Stone,Pleasant Grove,State Treasurer,,LIB,Ashley Ewald,48,21,14,10,2,1
Stone,Foothills,State Treasurer,,LIB,Ashley Ewald,86,17,49,12,3,5
Stone,Liberty,State Treasurer,,LIB,Ashley Ewald,15,2,7,3,1,2
Stone,Northwest,State Treasurer,,LIB,Ashley Ewald,35,8,13,14,0,0
Stone,Old Lexington,State Treasurer,,LIB,Ashley Ewald,6,4,2,0,0,0
