county,precinct,office,district,party,candidate,votes,election_day,absentee,early_vote_horseshoe_bend,provisional,early_vote_ozarka
Izard,MOUNT PLEASANT RURAL,U.S. House,1,REP,Congressman Rick Crawford,129,86,0,0,1,42
Izard,MYRON,U.S. House,1,REP,Congressman Rick Crawford,30,25,0,0,0,5
Izard,NEWBURG,U.S. House,1,REP,Congressman Rick Crawford,53,22,0,0,0,31
Izard,OXFORD CITY,U.S. House,1,REP,Congressman Rick Crawford,179,118,8,0,0,53
Izard,OXFORD CITY IN BROCKWELL,U.S. House,1,REP,Congressman Rick Crawford,3,0,0,0,0,3
Izard,OXFORD RURAL,U.S. House,1,REP,Congressman Rick Crawford,41,28,0,0,0,13
Izard,PINEVILLE CITY,U.S. House,1,REP,Congressman Rick Crawford,51,46,0,0,0,5
Izard,PINEVILLE RURAL,U.S. House,1,REP,Congressman Rick Crawford,81,70,2,0,0,9
Izard,SAGE,U.S. House,1,REP,Congressman Rick Crawford,121,35,3,0,0,83
Izard,SAGE IN MELBOURNE WARD 4,U.S. House,1,REP,Congressman Rick Crawford,3,0,0,0,0,3
Izard,STRAWBERRY,U.S. House,1,REP,Congressman Rick Crawford,38,27,1,0,0,10
Izard,SYLAMORE,U.S. House,1,REP,Congressman Rick Crawford,78,35,3,0,0,40
Izard,TWIN CREEK,U.S. House,1,REP,Congressman Rick Crawford,33,18,0,0,1,14
Izard,VIOLET HILL,U.S. House,1,REP,Congressman Rick Crawford,112,49,4,0,0,59
Izard,WIDEMAN,U.S. House,1,REP,Congressman Rick Crawford,28,11,2,0,0,15
Izard,WISEMAN,U.S. House,1,REP,Congressman Rick Crawford,29,23,0,0,0,6
Izard,ZION,U.S. House,1,REP,Congressman Rick Crawford,124,84,1,0,2,37
Izard,BIG SPRING,U.S. House,1,DEM,Chintan Desai,17,3,0,0,0,14
Izard,BOSWELL,U.S. House,1,DEM,Chintan Desai,13,9,0,0,0,4
Izard,BROCKWELL,U.S. House,1,DEM,Chintan Desai,30,15,2,0,0,13
Izard,CALICO ROCK RURAL,U.S. House,1,DEM,Chintan Desai,22,8,0,0,0,14
Izard,CALICO ROCK - WARD 1,U.S. House,1,DEM,Chintan Desai,14,10,0,0,0,4
Izard,CALICO ROCK - WARD 2,U.S. House,1,DEM,Chintan Desai,22,15,2,0,0,5
Izard,CALICO ROCK - WARD 3,U.S. House,1,DEM,Chintan Desai,14,13,0,0,0,1
Izard,CALICO ROCK - WARD 4,U.S. House,1,DEM,Chintan Desai,18,14,0,0,0,4
Izard,CLAIBORNE,U.S. House,1,DEM,Chintan Desai,10,6,0,0,0,4
Izard,DOLPH,U.S. House,1,DEM,Chintan Desai,14,13,0,0,0,1
Izard,FRANKLIN CITY,U.S. House,1,DEM,Chintan Desai,15,11,0,0,0,4
Izard,FRANKLIN RURAL,U.S. House,1,DEM,Chintan Desai,23,18,2,0,0,3
Izard,GID,U.S. House,1,DEM,Chintan Desai,8,4,0,0,0,4
Izard,GUION CITY,U.S. House,1,DEM,Chintan Desai,1,0,0,0,0,1
Izard,GUION RURAL,U.S. House,1,DEM,Chintan Desai,4,4,0,0,0,0
Izard,HORSESHOE BEND RURAL,U.S. House,1,DEM,Chintan Desai,2,0,0,0,0,2
Izard,HORSESHOE BEND - WARD 1,U.S. House,1,DEM,Chintan Desai,28,13,0,8,0,7
Izard,HORSESHOE BEND - WARD 2,U.S. House,1,DEM,Chintan Desai,46,22,6,12,0,6
Izard,HORSESHOE BEND - WARD 3,U.S. House,1,DEM,Chintan Desai,43,19,0,14,0,10
Izard,HORSESHOE BEND - WARD 4,U.S. House,1,DEM,Chintan Desai,53,17,5,15,0,16
Izard,KNOB CREEK,U.S. House,1,DEM,Chintan Desai,4,2,0,0,0,2
Izard,LACROSSE,U.S. House,1,DEM,Chintan Desai,13,3,0,0,0,10
Izard,LAFFERTY,U.S. House,1,DEM,Chintan Desai,0,0,0,0,0,0
Izard,LARKIN,U.S. House,1,DEM,Chintan Desai,6,2,0,0,0,4
Izard,MELBOURNE RURAL,U.S. House,1,DEM,Chintan Desai,27,7,2,0,0,18
Izard,MELBOURNE - WARD 1,U.S. House,1,DEM,Chintan Desai,40,11,0,0,1,28
Izard,MELBOURNE - WARD 2,U.S. House,1,DEM,Chintan Desai,20,5,0,0,0,15
Izard,MELBOURNE - WARD 3,U.S. House,1,DEM,Chintan Desai,18,5,2,0,0,11
Izard,MELBOURNE - WARD 4,U.S. House,1,DEM,Chintan Desai,40,7,0,0,0,33
Izard,MOUNT PLEASANT CITY,U.S. House,1,DEM,Chintan Desai,23,12,0,0,0,11
Izard,MOUNT PLEASANT RURAL,U.S. House,1,DEM,Chintan Desai,14,9,0,0,0,5
Izard,MYRON,U.S. House,1,DEM,Chintan Desai,13,9,0,1,0,3
Izard,NEWBURG,U.S. House,1,DEM,Chintan Desai,16,6,0,0,0,10
Izard,OXFORD CITY,U.S. House,1,DEM,Chintan Desai,37,25,2,0,0,10
Izard,OXFORD CITY IN BROCKWELL,U.S. House,1,DEM,Chintan Desai,0,0,0,0,0,0
Izard,OXFORD RURAL,U.S. House,1,DEM,Chintan Desai,7,3,0,0,0,4
Izard,PINEVILLE CITY,U.S. House,1,DEM,Chintan Desai,20,19,0,0,0,1
Izard,PINEVILLE RURAL,U.S. House,1,DEM,Chintan Desai,23,21,1,0,0,1
Izard,SAGE,U.S. House,1,DEM,Chintan Desai,25,6,0,0,0,19
Izard,SAGE IN MELBOURNE WARD 4,U.S. House,1,DEM,Chintan Desai,2,0,0,0,0,2
Izard,STRAWBERRY,U.S. House,1,DEM,Chintan Desai,17,7,1,0,0,9
Izard,SYLAMORE,U.S. House,1,DEM,Chintan Desai,15,4,2,0,0,9
Izard,TWIN CREEK,U.S. House,1,DEM,Chintan Desai,15,10,1,0,0,4
Izard,VIOLET HILL,U.S. House,1,DEM,Chintan Desai,16,7,0,0,0,9
Izard,WIDEMAN,U.S. House,1,DEM,Chintan Desai,4,4,0,0,0,0
Izard,WISEMAN,U.S. House,1,DEM,Chintan Desai,7,6,0,1,0,0
Izard,ZION,U.S. House,1,DEM,Chintan Desai,19,9,0,0,0,10
Izard,BIG SPRING,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,BOSWELL,U.S. House,1,LIB,Elvis Presley,4,2,0,0,0,2
Izard,BROCKWELL,U.S. House,1,LIB,Elvis Presley,3,3,0,0,0,0
Izard,CALICO ROCK RURAL,U.S. House,1,LIB,Elvis Presley,2,1,1,0,0,0
Izard,CALICO ROCK - WARD 1,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,CALICO ROCK - WARD 2,U.S. House,1,LIB,Elvis Presley,10,8,1,0,0,1
Izard,CALICO ROCK - WARD 3,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,CALICO ROCK - WARD 4,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,CLAIBORNE,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,DOLPH,U.S. House,1,LIB,Elvis Presley,4,4,0,0,0,0
Izard,FRANKLIN CITY,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,FRANKLIN RURAL,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,GID,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,GUION CITY,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,GUION RURAL,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,HORSESHOE BEND RURAL,U.S. House,1,LIB,Elvis Presley,2,1,0,0,0,1
Izard,HORSESHOE BEND - WARD 1,U.S. House,1,LIB,Elvis Presley,2,1,0,1,0,0
Izard,HORSESHOE BEND - WARD 2,U.S. House,1,LIB,Elvis Presley,4,1,0,3,0,0
Izard,HORSESHOE BEND - WARD 3,U.S. House,1,LIB,Elvis Presley,4,1,0,3,0,0
Izard,HORSESHOE BEND - WARD 4,U.S. House,1,LIB,Elvis Presley,2,1,0,0,0,1
Izard,KNOB CREEK,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,LACROSSE,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,LAFFERTY,U.S. House,1,LIB,Elvis Presley,2,2,0,0,0,0
Izard,LARKIN,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,MELBOURNE RURAL,U.S. House,1,LIB,Elvis Presley,3,2,0,0,0,1
Izard,MELBOURNE - WARD 1,U.S. House,1,LIB,Elvis Presley,4,1,0,0,0,3
Izard,MELBOURNE - WARD 2,U.S. House,1,LIB,Elvis Presley,3,2,0,0,0,1
Izard,MELBOURNE - WARD 3,U.S. House,1,LIB,Elvis Presley,2,0,1,0,0,1
Izard,MELBOURNE - WARD 4,U.S. House,1,LIB,Elvis Presley,1,0,0,0,0,1
Izard,MOUNT PLEASANT CITY,U.S. House,1,LIB,Elvis Presley,2,0,0,0,0,2
Izard,MOUNT PLEASANT RURAL,U.S. House,1,LIB,Elvis Presley,2,2,0,0,0,0
Izard,MYRON,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,NEWBURG,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,OXFORD CITY,U.S. House,1,LIB,Elvis Presley,2,2,0,0,0,0
Izard,OXFORD CITY IN BROCKWELL,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,OXFORD RURAL,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,PINEVILLE CITY,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0,0
Izard,PINEVILLE RURAL,U.S. House,1,LIB,Elvis Presley,2,2,0,0,0,0
Izard,SAGE,U.S. House,1,LIB,Elvis Presley,2,0,0,0,0,2
Izard,SAGE IN MELBOURNE WARD 4,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,STRAWBERRY,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,SYLAMORE,U.S. House,1,LIB,Elvis Presley,3,1,0,0,0,2
Izard,TWIN CREEK,U.S. House,1,LIB,Elvis Presley,2,1,0,0,0,1
Izard,VIOLET HILL,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0,0
Izard,WIDEMAN,U.S. House,1,LIB,Elvis Presley,1,0,0,0,0,1
Izard,WISEMAN,U.S. House,1,LIB,Elvis Presley,3,3,0,0,0,0
Izard,ZION,U.S. House,1,LIB,Elvis Presley,4,3,0,0,0,1
Izard,BIG SPRING,Governor,,DEM,Jared K. Henderson,17,3,0,0,0,14
Izard,BOSWELL,Governor,,DEM,Jared K. Henderson,12,7,0,0,0,5
Izard,BROCKWELL,Governor,,DEM,Jared K. Henderson,25,11,2,0,0,12
Izard,CALICO ROCK RURAL,Governor,,DEM,Jared K. Henderson,26,8,2,0,0,16
Izard,CALICO ROCK - WARD 1,Governor,,DEM,Jared K. Henderson,12,8,0,0,0,4
Izard,CALICO ROCK - WARD 2,Governor,,DEM,Jared K. Henderson,22,15,2,0,0,5
Izard,CALICO ROCK - WARD 3,Governor,,DEM,Jared K. Henderson,18,17,0,0,0,1
Izard,CALICO ROCK - WARD 4,Governor,,DEM,Jared K. Henderson,20,16,0,0,0,4
Izard,CLAIBORNE,Governor,,DEM,Jared K. Henderson,9,5,0,0,0,4
Izard,DOLPH,Governor,,DEM,Jared K. Henderson,16,15,0,0,0,1
Izard,FRANKLIN CITY,Governor,,DEM,Jared K. Henderson,15,10,0,0,0,5
Izard,FRANKLIN RURAL,Governor,,DEM,Jared K. Henderson,23,18,2,0,0,3
Izard,GID,Governor,,DEM,Jared K. Henderson,10,4,0,0,0,6
Izard,GUION CITY,Governor,,DEM,Jared K. Henderson,2,1,0,0,0,1
Izard,GUION RURAL,Governor,,DEM,Jared K. Henderson,4,4,0,0,0,0
Izard,HORSESHOE BEND RURAL,Governor,,DEM,Jared K. Henderson,2,0,0,0,0,2
Izard,HORSESHOE BEND - WARD 1,Governor,,DEM,Jared K. Henderson,31,12,0,12,0,7
Izard,HORSESHOE BEND - WARD 2,Governor,,DEM,Jared K. Henderson,52,26,6,13,0,7
Izard,HORSESHOE BEND - WARD 3,Governor,,DEM,Jared K. Henderson,43,17,0,13,0,13
Izard,HORSESHOE BEND - WARD 4,Governor,,DEM,Jared K. Henderson,52,19,5,15,0,13
Izard,KNOB CREEK,Governor,,DEM,Jared K. Henderson,3,1,0,0,0,2
Izard,LACROSSE,Governor,,DEM,Jared K. Henderson,16,2,0,0,0,14
Izard,LAFFERTY,Governor,,DEM,Jared K. Henderson,0,0,0,0,0,0
Izard,LARKIN,Governor,,DEM,Jared K. Henderson,5,1,0,0,0,4
Izard,MELBOURNE RURAL,Governor,,DEM,Jared K. Henderson,29,9,2,0,0,18
Izard,MELBOURNE - WARD 1,Governor,,DEM,Jared K. Henderson,43,11,1,0,1,30
Izard,MELBOURNE - WARD 2,Governor,,DEM,Jared K. Henderson,20,5,0,0,0,15
Izard,MELBOURNE - WARD 3,Governor,,DEM,Jared K. Henderson,17,6,2,0,0,9
Izard,MELBOURNE - WARD 4,Governor,,DEM,Jared K. Henderson,37,6,0,0,0,31
Izard,MOUNT PLEASANT CITY,Governor,,DEM,Jared K. Henderson,25,13,0,0,0,12
Izard,MOUNT PLEASANT RURAL,Governor,,DEM,Jared K. Henderson,13,9,0,0,0,4
Izard,MYRON,Governor,,DEM,Jared K. Henderson,12,8,0,1,0,3
Izard,NEWBURG,Governor,,DEM,Jared K. Henderson,15,7,0,0,0,8
Izard,OXFORD CITY,Governor,,DEM,Jared K. Henderson,43,30,3,0,0,10
Izard,OXFORD CITY IN BROCKWELL,Governor,,DEM,Jared K. Henderson,3,0,0,0,0,3
Izard,OXFORD RURAL,Governor,,DEM,Jared K. Henderson,8,3,0,0,0,5
Izard,PINEVILLE CITY,Governor,,DEM,Jared K. Henderson,21,20,0,0,0,1
Izard,PINEVILLE RURAL,Governor,,DEM,Jared K. Henderson,23,21,1,0,0,1
Izard,SAGE,Governor,,DEM,Jared K. Henderson,27,4,0,0,0,23
Izard,SAGE IN MELBOURNE WARD 4,Governor,,DEM,Jared K. Henderson,2,1,0,0,0,1
Izard,STRAWBERRY,Governor,,DEM,Jared K. Henderson,16,8,1,0,0,7
Izard,SYLAMORE,Governor,,DEM,Jared K. Henderson,12,2,2,0,0,8
Izard,TWIN CREEK,Governor,,DEM,Jared K. Henderson,16,11,1,0,0,4
Izard,VIOLET HILL,Governor,,DEM,Jared K. Henderson,21,10,0,0,0,11
Izard,WIDEMAN,Governor,,DEM,Jared K. Henderson,5,4,0,0,0,1
Izard,WISEMAN,Governor,,DEM,Jared K. Henderson,6,5,0,1,0,0
Izard,ZION,Governor,,DEM,Jared K. Henderson,20,11,0,0,0,9
Izard,BIG SPRING,Governor,,LIB,Mark West,6,5,0,0,0,1
Izard,BOSWELL,Governor,,LIB,Mark West,6,3,0,0,0,3
Izard,BROCKWELL,Governor,,LIB,Mark West,11,7,0,0,0,4
Izard,CALICO ROCK RURAL,Governor,,LIB,Mark West,2,2,0,0,0,0
Izard,CALICO ROCK - WARD 1,Governor,,LIB,Mark West,2,1,1,0,0,0
Izard,CALICO ROCK - WARD 2,Governor,,LIB,Mark West,8,7,0,0,0,1
Izard,CALICO ROCK - WARD 3,Governor,,LIB,Mark West,7,6,0,0,0,1
Izard,CALICO ROCK - WARD 4,Governor,,LIB,Mark West,3,2,0,0,0,1
Izard,CLAIBORNE,Governor,,LIB,Mark West,4,3,0,0,0,1
Izard,DOLPH,Governor,,LIB,Mark West,3,3,0,0,0,0
Izard,FRANKLIN CITY,Governor,,LIB,Mark West,2,2,0,0,0,0
Izard,FRANKLIN RURAL,Governor,,LIB,Mark West,2,2,0,0,0,0
Izard,GID,Governor,,LIB,Mark West,6,4,0,0,0,2
Izard,GUION CITY,Governor,,LIB,Mark West,0,0,0,0,0,0
Izard,GUION RURAL,Governor,,LIB,Mark West,0,0,0,0,0,0
Izard,HORSESHOE BEND RURAL,Governor,,LIB,Mark West,1,1,0,0,0,0
Izard,HORSESHOE BEND - WARD 1,Governor,,LIB,Mark West,3,2,0,1,0,0
Izard,HORSESHOE BEND - WARD 2,Governor,,LIB,Mark West,2,1,0,1,0,0
Izard,HORSESHOE BEND - WARD 3,Governor,,LIB,Mark West,5,2,0,3,0,0
Izard,HORSESHOE BEND - WARD 4,Governor,,LIB,Mark West,5,3,0,1,0,1
Izard,KNOB CREEK,Governor,,LIB,Mark West,3,3,0,0,0,0
Izard,LACROSSE,Governor,,LIB,Mark West,3,2,0,0,0,1
Izard,LAFFERTY,Governor,,LIB,Mark West,2,2,0,0,0,0
Izard,LARKIN,Governor,,LIB,Mark West,1,0,0,0,0,1
Izard,MELBOURNE RURAL,Governor,,LIB,Mark West,7,3,0,0,0,4
Izard,MELBOURNE - WARD 1,Governor,,LIB,Mark West,5,2,0,0,0,3
Izard,MELBOURNE - WARD 2,Governor,,LIB,Mark West,6,1,0,0,0,5
Izard,MELBOURNE - WARD 3,Governor,,LIB,Mark West,4,1,0,0,0,3
Izard,MELBOURNE - WARD 4,Governor,,LIB,Mark West,11,2,0,0,0,9
Izard,MOUNT PLEASANT CITY,Governor,,LIB,Mark West,4,1,0,0,0,3
Izard,MOUNT PLEASANT RURAL,Governor,,LIB,Mark West,6,4,0,0,0,2
Izard,MYRON,Governor,,LIB,Mark West,1,1,0,0,0,0
Izard,NEWBURG,Governor,,LIB,Mark West,2,2,0,0,0,0
Izard,OXFORD CITY,Governor,,LIB,Mark West,8,6,1,0,0,1
Izard,OXFORD CITY IN BROCKWELL,Governor,,LIB,Mark West,0,0,0,0,0,0
Izard,OXFORD RURAL,Governor,,LIB,Mark West,5,5,0,0,0,0
Izard,PINEVILLE CITY,Governor,,LIB,Mark West,0,0,0,0,0,0
Izard,PINEVILLE RURAL,Governor,,LIB,Mark West,1,1,0,0,0,0
Izard,SAGE,Governor,,LIB,Mark West,5,3,0,0,0,2
Izard,SAGE IN MELBOURNE WARD 4,Governor,,LIB,Mark West,0,0,0,0,0,0
Izard,STRAWBERRY,Governor,,LIB,Mark West,3,2,0,0,0,1
Izard,SYLAMORE,Governor,,LIB,Mark West,1,1,0,0,0,0
Izard,TWIN CREEK,Governor,,LIB,Mark West,5,3,0,0,0,2
Izard,VIOLET HILL,Governor,,LIB,Mark West,7,1,0,0,0,6
Izard,WIDEMAN,Governor,,LIB,Mark West,2,1,0,0,0,1
Izard,WISEMAN,Governor,,LIB,Mark West,0,0,0,0,0,0
Izard,ZION,Governor,,LIB,Mark West,9,7,0,0,0,2
Izard,BIG SPRING,Governor,,REP,Governor Asa Hutchinson,57,29,0,0,0,28
Izard,BOSWELL,Governor,,REP,Governor Asa Hutchinson,54,29,1,0,0,24
Izard,BROCKWELL,Governor,,REP,Governor Asa Hutchinson,91,55,0,0,0,36
Izard,CALICO ROCK RURAL,Governor,,REP,Governor Asa Hutchinson,106,73,10,0,0,23
Izard,CALICO ROCK - WARD 1,Governor,,REP,Governor Asa Hutchinson,35,27,0,0,0,8
Izard,CALICO ROCK - WARD 2,Governor,,REP,Governor Asa Hutchinson,101,77,6,0,0,18
Izard,CALICO ROCK - WARD 3,Governor,,REP,Governor Asa Hutchinson,77,52,0,0,1,24
Izard,CALICO ROCK - WARD 4,Governor,,REP,Governor Asa Hutchinson,62,49,2,0,0,11
Izard,CLAIBORNE,Governor,,REP,Governor Asa Hutchinson,31,24,2,0,0,5
Izard,DOLPH,Governor,,REP,Governor Asa Hutchinson,55,53,0,0,0,2
Izard,FRANKLIN CITY,Governor,,REP,Governor Asa Hutchinson,64,58,0,0,0,6
Izard,FRANKLIN RURAL,Governor,,REP,Governor Asa Hutchinson,38,27,0,2,0,9
Izard,GID,Governor,,REP,Governor Asa Hutchinson,76,47,2,0,0,27
Izard,GUION CITY,Governor,,REP,Governor Asa Hutchinson,27,14,2,0,0,11
Izard,GUION RURAL,Governor,,REP,Governor Asa Hutchinson,6,3,0,0,0,3
Izard,HORSESHOE BEND RURAL,Governor,,REP,Governor Asa Hutchinson,10,9,0,0,0,1
Izard,HORSESHOE BEND - WARD 1,Governor,,REP,Governor Asa Hutchinson,50,29,0,16,0,5
Izard,HORSESHOE BEND - WARD 2,Governor,,REP,Governor Asa Hutchinson,193,98,7,65,0,23
Izard,HORSESHOE BEND - WARD 3,Governor,,REP,Governor Asa Hutchinson,124,61,4,47,0,12
Izard,HORSESHOE BEND - WARD 4,Governor,,REP,Governor Asa Hutchinson,214,78,3,95,0,38
Izard,KNOB CREEK,Governor,,REP,Governor Asa Hutchinson,19,7,0,0,0,12
Izard,LACROSSE,Governor,,REP,Governor Asa Hutchinson,44,17,0,0,0,27
Izard,LAFFERTY,Governor,,REP,Governor Asa Hutchinson,12,6,1,0,0,5
Izard,LARKIN,Governor,,REP,Governor Asa Hutchinson,27,12,0,0,0,15
Izard,MELBOURNE RURAL,Governor,,REP,Governor Asa Hutchinson,126,49,11,0,0,66
Izard,MELBOURNE - WARD 1,Governor,,REP,Governor Asa Hutchinson,125,34,1,0,1,89
Izard,MELBOURNE - WARD 2,Governor,,REP,Governor Asa Hutchinson,112,25,5,0,0,82
Izard,MELBOURNE - WARD 3,Governor,,REP,Governor Asa Hutchinson,75,18,3,0,0,54
Izard,MELBOURNE - WARD 4,Governor,,REP,Governor Asa Hutchinson,173,56,3,0,0,114
Izard,MOUNT PLEASANT CITY,Governor,,REP,Governor Asa Hutchinson,136,79,0,0,0,57
Izard,MOUNT PLEASANT RURAL,Governor,,REP,Governor Asa Hutchinson,125,83,0,0,1,41
Izard,MYRON,Governor,,REP,Governor Asa Hutchinson,32,26,0,0,0,6
Izard,NEWBURG,Governor,,REP,Governor Asa Hutchinson,53,20,0,0,0,33
Izard,OXFORD CITY,Governor,,REP,Governor Asa Hutchinson,172,114,6,0,0,52
Izard,OXFORD CITY IN BROCKWELL,Governor,,REP,Governor Asa Hutchinson,1,1,0,0,0,0
Izard,OXFORD RURAL,Governor,,REP,Governor Asa Hutchinson,37,25,0,0,0,12
Izard,PINEVILLE CITY,Governor,,REP,Governor Asa Hutchinson,49,45,0,0,0,4
Izard,PINEVILLE RURAL,Governor,,REP,Governor Asa Hutchinson,81,70,2,0,0,9
Izard,SAGE,Governor,,REP,Governor Asa Hutchinson,120,34,3,0,0,83
Izard,SAGE IN MELBOURNE WARD 4,Governor,,REP,Governor Asa Hutchinson,4,0,0,0,0,4
Izard,STRAWBERRY,Governor,,REP,Governor Asa Hutchinson,37,24,1,0,0,12
Izard,SYLAMORE,Governor,,REP,Governor Asa Hutchinson,84,38,3,0,0,43
Izard,TWIN CREEK,Governor,,REP,Governor Asa Hutchinson,29,15,0,0,1,13
Izard,VIOLET HILL,Governor,,REP,Governor Asa Hutchinson,102,47,4,0,0,51
Izard,WIDEMAN,Governor,,REP,Governor Asa Hutchinson,27,11,2,0,0,14
Izard,WISEMAN,Governor,,REP,Governor Asa Hutchinson,32,26,0,0,0,6
Izard,ZION,Governor,,REP,Governor Asa Hutchinson,118,78,1,0,2,37
Izard,BIG SPRING,Lieutenant Governor,,DEM,Anthony Bland,18,3,0,0,0,15
Izard,BOSWELL,Lieutenant Governor,,DEM,Anthony Bland,14,10,0,0,0,4
Izard,BROCKWELL,Lieutenant Governor,,DEM,Anthony Bland,27,12,2,0,0,13
Izard,CALICO ROCK RURAL,Lieutenant Governor,,DEM,Anthony Bland,27,10,2,0,0,15
Izard,CALICO ROCK - WARD 1,Lieutenant Governor,,DEM,Anthony Bland,11,7,0,0,0,4
Izard,CALICO ROCK - WARD 2,Lieutenant Governor,,DEM,Anthony Bland,23,16,2,0,0,5
Izard,CALICO ROCK - WARD 3,Lieutenant Governor,,DEM,Anthony Bland,16,16,0,0,0,0
Izard,CALICO ROCK - WARD 4,Lieutenant Governor,,DEM,Anthony Bland,18,14,0,0,0,4
Izard,CLAIBORNE,Lieutenant Governor,,DEM,Anthony Bland,9,6,0,0,0,3
Izard,DOLPH,Lieutenant Governor,,DEM,Anthony Bland,15,14,0,0,0,1
Izard,FRANKLIN CITY,Lieutenant Governor,,DEM,Anthony Bland,14,11,0,0,0,3
Izard,FRANKLIN RURAL,Lieutenant Governor,,DEM,Anthony Bland,23,18,2,0,0,3
Izard,GID,Lieutenant Governor,,DEM,Anthony Bland,9,5,0,0,0,4
Izard,GUION CITY,Lieutenant Governor,,DEM,Anthony Bland,2,1,0,0,0,1
Izard,GUION RURAL,Lieutenant Governor,,DEM,Anthony Bland,3,3,0,0,0,0
Izard,HORSESHOE BEND RURAL,Lieutenant Governor,,DEM,Anthony Bland,3,0,0,0,0,3
