county,precinct,office,district,party,candidate,votes,early_vote_south,absentee,provisional,election_day,early_vote_north
Arkansas,BREWER,U.S. Congress District 1,,REP,Congressman Rick Crawford,9,4,1,0,2,2
Arkansas,GARLAND,U.S. Congress District 1,,REP,Congressman Rick Crawford,51,13,1,0,18,19
Arkansas,HUMPHREY WARD 1,U.S. Congress District 1,,REP,Congressman Rick Crawford,14,0,0,0,13,1
Arkansas,HUMPHREY WARD 3,U.S. Congress District 1,,REP,Congressman Rick Crawford,10,0,0,0,9,1
Arkansas,DEWITT WARD 1,U.S. Congress District 1,,REP,Congressman Rick Crawford,57,33,0,0,24,0
Arkansas,DEWITT WARD 2,U.S. Congress District 1,,REP,Congressman Rick Crawford,169,105,5,0,54,5
Arkansas,DEWITT WARD 3,U.S. Congress District 1,,REP,Congressman Rick Crawford,261,171,5,0,85,0
Arkansas,STUTTGART WARD 1,U.S. Congress District 1,,REP,Congressman Rick Crawford,162,0,2,0,35,125
Arkansas,STUTTGART WARD 2,U.S. Congress District 1,,REP,Congressman Rick Crawford,586,0,7,0,158,421
Arkansas,STUTTGART WARD 3,U.S. Congress District 1,,REP,Congressman Rick Crawford,654,0,4,0,196,454
Arkansas,MCFALL,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,KEATON,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,0,1,3
Arkansas,MILL BAYOU,U.S. Congress District 1,,LIB,Elvis Presley,4,1,0,0,2,1
Arkansas,ALMYRA,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. Congress District 1,,LIB,Elvis Presley,7,7,0,0,0,0
Arkansas,ST. CHARLES,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,CHESTER,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,STANLEY,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,0,1,0
Arkansas,GILLETT WARD 3,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,0,1,0
Arkansas,PT DELUCE,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,0,1,0
Arkansas,BAYOU METO,U.S. Congress District 1,,LIB,Elvis Presley,1,1,0,0,0,0
Arkansas,MORRIS,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,GUM POND,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,BARTON,U.S. Congress District 1,,LIB,Elvis Presley,2,0,0,0,0,2
Arkansas,HENTON,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,0,1,0
Arkansas,BREWER,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0,0
Arkansas,GARLAND,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,0,0,1
Arkansas,HUMPHREY WARD 1,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,0,1,0
Arkansas,HUMPHREY WARD 3,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,0,1,0
Arkansas,DEWITT WARD 1,U.S. Congress District 1,,LIB,Elvis Presley,2,1,0,0,1,0
Arkansas,DEWITT WARD 2,U.S. Congress District 1,,LIB,Elvis Presley,8,6,0,0,2,0
Arkansas,DEWITT WARD 3,U.S. Congress District 1,,LIB,Elvis Presley,10,5,0,0,5,0
Arkansas,STUTTGART WARD 1,U.S. Congress District 1,,LIB,Elvis Presley,11,0,0,0,5,6
Arkansas,STUTTGART WARD 2,U.S. Congress District 1,,LIB,Elvis Presley,11,0,0,0,4,7
Arkansas,STUTTGART WARD 3,U.S. Congress District 1,,LIB,Elvis Presley,19,0,0,0,3,16
Arkansas,MCFALL,Governor,,DEM,Jared K. Henderson,10,0,0,0,6,4
Arkansas,CROCKETT,Governor,,DEM,Jared K. Henderson,9,5,0,0,3,1
Arkansas,KEATON,Governor,,DEM,Jared K. Henderson,54,13,0,0,14,27
Arkansas,MILL BAYOU,Governor,,DEM,Jared K. Henderson,10,0,0,0,8,2
Arkansas,ALMYRA,Governor,,DEM,Jared K. Henderson,15,3,0,0,12,0
Arkansas,PRAIRIE,Governor,,DEM,Jared K. Henderson,22,9,0,0,13,0
Arkansas,LAGRUE,Governor,,DEM,Jared K. Henderson,37,27,0,0,10,0
Arkansas,ST. CHARLES,Governor,,DEM,Jared K. Henderson,2,2,0,0,0,0
Arkansas,CHESTER,Governor,,DEM,Jared K. Henderson,6,1,0,0,5,0
Arkansas,ARKANSAS,Governor,,DEM,Jared K. Henderson,13,9,0,0,4,0
Arkansas,STANLEY,Governor,,DEM,Jared K. Henderson,4,2,0,0,2,0
Arkansas,GILLETT WARD 1,Governor,,DEM,Jared K. Henderson,20,3,0,0,17,0
Arkansas,GILLETT WARD 2,Governor,,DEM,Jared K. Henderson,17,4,1,0,12,0
Arkansas,GILLETT WARD 3,Governor,,DEM,Jared K. Henderson,19,3,0,0,16,0
Arkansas,PT DELUCE,Governor,,DEM,Jared K. Henderson,9,7,0,0,2,0
Arkansas,BAYOU METO,Governor,,DEM,Jared K. Henderson,8,6,0,0,0,2
Arkansas,MORRIS,Governor,,DEM,Jared K. Henderson,5,0,0,0,1,4
Arkansas,GUM POND,Governor,,DEM,Jared K. Henderson,18,0,1,0,5,12
Arkansas,BARTON,Governor,,DEM,Jared K. Henderson,4,0,0,0,1,3
Arkansas,HENTON,Governor,,DEM,Jared K. Henderson,13,0,0,0,7,6
Arkansas,BREWER,Governor,,DEM,Jared K. Henderson,3,0,0,0,2,1
Arkansas,GARLAND,Governor,,DEM,Jared K. Henderson,5,2,0,0,2,1
Arkansas,HUMPHREY WARD 1,Governor,,DEM,Jared K. Henderson,34,0,0,0,31,3
Arkansas,HUMPHREY WARD 3,Governor,,DEM,Jared K. Henderson,8,0,0,0,7,1
Arkansas,DEWITT WARD 1,Governor,,DEM,Jared K. Henderson,91,47,1,0,42,1
Arkansas,DEWITT WARD 2,Governor,,DEM,Jared K. Henderson,55,32,1,0,22,0
Arkansas,DEWITT WARD 3,Governor,,DEM,Jared K. Henderson,54,27,2,0,24,1
Arkansas,STUTTGART WARD 1,Governor,,DEM,Jared K. Henderson,349,0,4,0,110,235
Arkansas,STUTTGART WARD 2,Governor,,DEM,Jared K. Henderson,244,0,5,0,77,162
Arkansas,STUTTGART WARD 3,Governor,,DEM,Jared K. Henderson,217,0,4,0,60,153
Arkansas,MCFALL,Governor,,REP,Governor Asa Hutchinson,21,0,0,0,4,17
Arkansas,CROCKETT,Governor,,REP,Governor Asa Hutchinson,32,12,0,0,18,2
Arkansas,KEATON,Governor,,REP,Governor Asa Hutchinson,157,34,3,0,54,66
Arkansas,MILL BAYOU,Governor,,REP,Governor Asa Hutchinson,67,5,0,0,48,14
Arkansas,ALMYRA,Governor,,REP,Governor Asa Hutchinson,68,7,0,0,54,7
Arkansas,PRAIRIE,Governor,,REP,Governor Asa Hutchinson,113,62,1,0,50,0
Arkansas,LAGRUE,Governor,,REP,Governor Asa Hutchinson,296,218,1,0,76,1
Arkansas,ST. CHARLES,Governor,,REP,Governor Asa Hutchinson,59,18,0,0,41,0
Arkansas,CHESTER,Governor,,REP,Governor Asa Hutchinson,67,28,0,0,39,0
Arkansas,ARKANSAS,Governor,,REP,Governor Asa Hutchinson,21,9,1,0,11,0
Arkansas,STANLEY,Governor,,REP,Governor Asa Hutchinson,3,0,0,0,3,0
Arkansas,GILLETT WARD 1,Governor,,REP,Governor Asa Hutchinson,48,11,0,0,37,0
Arkansas,GILLETT WARD 2,Governor,,REP,Governor Asa Hutchinson,75,23,0,0,52,0
Arkansas,GILLETT WARD 3,Governor,,REP,Governor Asa Hutchinson,30,8,0,0,22,0
Arkansas,PT DELUCE,Governor,,REP,Governor Asa Hutchinson,68,44,0,0,24,0
Arkansas,BAYOU METO,Governor,,REP,Governor Asa Hutchinson,51,34,0,0,13,4
Arkansas,MORRIS,Governor,,REP,Governor Asa Hutchinson,70,1,0,0,32,37
Arkansas,GUM POND,Governor,,REP,Governor Asa Hutchinson,86,0,0,0,30,56
Arkansas,BARTON,Governor,,REP,Governor Asa Hutchinson,50,2,0,0,23,25
Arkansas,HENTON,Governor,,REP,Governor Asa Hutchinson,61,3,0,0,42,16
Arkansas,BREWER,Governor,,REP,Governor Asa Hutchinson,8,4,1,0,1,2
Arkansas,GARLAND,Governor,,REP,Governor Asa Hutchinson,54,15,1,0,18,20
Arkansas,HUMPHREY WARD 1,Governor,,REP,Governor Asa Hutchinson,18,0,0,0,17,1
Arkansas,HUMPHREY WARD 3,Governor,,REP,Governor Asa Hutchinson,10,0,0,0,9,1
Arkansas,DEWITT WARD 1,Governor,,REP,Governor Asa Hutchinson,57,33,0,0,24,0
Arkansas,DEWITT WARD 2,Governor,,REP,Governor Asa Hutchinson,172,108,5,0,54,5
Arkansas,DEWITT WARD 3,Governor,,REP,Governor Asa Hutchinson,266,176,2,0,88,0
Arkansas,STUTTGART WARD 1,Governor,,REP,Governor Asa Hutchinson,215,0,3,0,48,164
Arkansas,STUTTGART WARD 2,Governor,,REP,Governor Asa Hutchinson,613,0,6,0,162,445
Arkansas,STUTTGART WARD 3,Governor,,REP,Governor Asa Hutchinson,674,0,7,0,199,468
Arkansas,MCFALL,Governor,,LIB,Mark West,1,0,0,0,1,0
Arkansas,CROCKETT,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,KEATON,Governor,,LIB,Mark West,5,1,0,0,1,3
Arkansas,MILL BAYOU,Governor,,LIB,Mark West,4,1,1,0,1,1
Arkansas,ALMYRA,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,PRAIRIE,Governor,,LIB,Mark West,3,1,0,0,2,0
Arkansas,LAGRUE,Governor,,LIB,Mark West,3,3,0,0,0,0
Arkansas,ST. CHARLES,Governor,,LIB,Mark West,1,0,0,0,1,0
Arkansas,CHESTER,Governor,,LIB,Mark West,1,1,0,0,0,0
Arkansas,ARKANSAS,Governor,,LIB,Mark West,1,0,0,0,1,0
Arkansas,STANLEY,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,Governor,,LIB,Mark West,1,0,0,0,1,0
Arkansas,GILLETT WARD 3,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,PT DELUCE,Governor,,LIB,Mark West,2,1,0,0,1,0
Arkansas,BAYOU METO,Governor,,LIB,Mark West,1,0,0,0,1,0
Arkansas,MORRIS,Governor,,LIB,Mark West,2,0,0,0,0,2
Arkansas,GUM POND,Governor,,LIB,Mark West,2,0,0,0,1,1
Arkansas,BARTON,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,HENTON,Governor,,LIB,Mark West,1,0,0,0,0,1
Arkansas,BREWER,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,GARLAND,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,Governor,,LIB,Mark West,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,Governor,,LIB,Mark West,3,2,0,0,1,0
Arkansas,DEWITT WARD 2,Governor,,LIB,Mark West,4,4,0,0,0,0
Arkansas,DEWITT WARD 3,Governor,,LIB,Mark West,7,4,0,0,3,0
Arkansas,STUTTGART WARD 1,Governor,,LIB,Mark West,13,0,0,0,5,8
Arkansas,STUTTGART WARD 2,Governor,,LIB,Mark West,6,0,0,0,2,4
Arkansas,STUTTGART WARD 3,Governor,,LIB,Mark West,16,0,0,0,4,12
Arkansas,MCFALL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,24,0,0,0,7,17
Arkansas,CROCKETT,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,33,12,0,0,19,2
Arkansas,KEATON,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,158,34,3,0,54,67
Arkansas,MILL BAYOU,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,69,5,1,0,49,14
Arkansas,ALMYRA,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,75,8,0,0,60,7
Arkansas,PRAIRIE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,119,65,1,0,53,0
Arkansas,LAGRUE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,299,220,1,0,77,1
Arkansas,ST. CHARLES,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,59,17,0,0,42,0
Arkansas,CHESTER,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,68,29,0,0,39,0
Arkansas,ARKANSAS,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,21,9,1,0,11,0
Arkansas,STANLEY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,3,0,0,0,3,0
Arkansas,GILLETT WARD 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,51,11,0,0,40,0
Arkansas,GILLETT WARD 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,82,25,0,0,57,0
Arkansas,GILLETT WARD 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,31,7,0,0,24,0
Arkansas,PT DELUCE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,70,46,0,0,24,0
Arkansas,BAYOU METO,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,52,35,0,0,13,4
Arkansas,MORRIS,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,72,1,0,0,32,39
Arkansas,GUM POND,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,89,0,0,0,31,58
Arkansas,BARTON,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,47,2,0,0,23,22
Arkansas,HENTON,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,57,3,0,0,40,14
Arkansas,BREWER,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,9,4,1,0,2,2
Arkansas,GARLAND,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,53,14,1,0,18,20
Arkansas,HUMPHREY WARD 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,15,0,0,0,14,1
Arkansas,HUMPHREY WARD 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,10,0,0,0,9,1
Arkansas,DEWITT WARD 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,54,32,0,0,21,1
Arkansas,DEWITT WARD 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,175,108,5,0,57,5
Arkansas,DEWITT WARD 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,275,178,5,0,92,0
Arkansas,STUTTGART WARD 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,180,0,2,0,39,139
Arkansas,STUTTGART WARD 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,607,0,6,0,156,445
Arkansas,STUTTGART WARD 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,674,0,6,0,196,472
Arkansas,MCFALL,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,CROCKETT,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,KEATON,Lieutenant Governor,,LIB,Frank Gilbert,4,2,0,0,2,0
Arkansas,MILL BAYOU,Lieutenant Governor,,LIB,Frank Gilbert,3,1,0,0,1,1
Arkansas,ALMYRA,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,PRAIRIE,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Arkansas,LAGRUE,Lieutenant Governor,,LIB,Frank Gilbert,6,4,0,0,2,0
Arkansas,ST. CHARLES,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,CHESTER,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,ARKANSAS,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,STANLEY,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,0,1,0
Arkansas,PT DELUCE,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,BAYOU METO,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,0,1
Arkansas,MORRIS,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,GUM POND,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,0,2,0
Arkansas,BARTON,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,0,0,2
Arkansas,HENTON,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,0,1
Arkansas,BREWER,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,GARLAND,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,0,2,0
Arkansas,DEWITT WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,0,1,0
Arkansas,DEWITT WARD 2,Lieutenant Governor,,LIB,Frank Gilbert,3,2,0,0,1,0
Arkansas,DEWITT WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,6,3,0,0,3,0
Arkansas,STUTTGART WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,14,0,0,0,4,10
Arkansas,STUTTGART WARD 2,Lieutenant Governor,,LIB,Frank Gilbert,9,0,0,0,3,6
Arkansas,STUTTGART WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,18,0,0,0,4,14
Arkansas,MCFALL,Lieutenant Governor,,DEM,Anthony Bland,8,0,0,0,4,4
Arkansas,CROCKETT,Lieutenant Governor,,DEM,Anthony Bland,8,5,0,0,2,1
Arkansas,KEATON,Lieutenant Governor,,DEM,Anthony Bland,55,12,0,0,14,29
Arkansas,MILL BAYOU,Lieutenant Governor,,DEM,Anthony Bland,10,0,0,0,8,2
Arkansas,ALMYRA,Lieutenant Governor,,DEM,Anthony Bland,7,1,0,0,6,0
Arkansas,PRAIRIE,Lieutenant Governor,,DEM,Anthony Bland,19,7,0,0,12,0
Arkansas,LAGRUE,Lieutenant Governor,,DEM,Anthony Bland,31,24,0,0,7,0
Arkansas,ST. CHARLES,Lieutenant Governor,,DEM,Anthony Bland,3,3,0,0,0,0
Arkansas,CHESTER,Lieutenant Governor,,DEM,Anthony Bland,5,1,0,0,4,0
Arkansas,ARKANSAS,Lieutenant Governor,,DEM,Anthony Bland,13,8,0,0,5,0
Arkansas,STANLEY,Lieutenant Governor,,DEM,Anthony Bland,4,2,0,0,2,0
Arkansas,GILLETT WARD 1,Lieutenant Governor,,DEM,Anthony Bland,17,3,0,0,14,0
Arkansas,GILLETT WARD 2,Lieutenant Governor,,DEM,Anthony Bland,11,2,1,0,8,0
Arkansas,GILLETT WARD 3,Lieutenant Governor,,DEM,Anthony Bland,19,3,0,0,16,0
Arkansas,PT DELUCE,Lieutenant Governor,,DEM,Anthony Bland,9,6,0,0,3,0
Arkansas,BAYOU METO,Lieutenant Governor,,DEM,Anthony Bland,6,4,0,0,1,1
Arkansas,MORRIS,Lieutenant Governor,,DEM,Anthony Bland,5,0,0,0,1,4
Arkansas,GUM POND,Lieutenant Governor,,DEM,Anthony Bland,15,0,1,0,3,11
Arkansas,BARTON,Lieutenant Governor,,DEM,Anthony Bland,5,0,0,0,1,4
Arkansas,HENTON,Lieutenant Governor,,DEM,Anthony Bland,17,0,0,0,9,8
Arkansas,BREWER,Lieutenant Governor,,DEM,Anthony Bland,2,0,0,0,1,1
Arkansas,GARLAND,Lieutenant Governor,,DEM,Anthony Bland,6,3,0,0,2,1
Arkansas,HUMPHREY WARD 1,Lieutenant Governor,,DEM,Anthony Bland,39,0,0,0,36,3
Arkansas,HUMPHREY WARD 3,Lieutenant Governor,,DEM,Anthony Bland,6,0,0,0,5,1
Arkansas,DEWITT WARD 1,Lieutenant Governor,,DEM,Anthony Bland,94,49,1,0,44,0
Arkansas,DEWITT WARD 2,Lieutenant Governor,,DEM,Anthony Bland,50,30,1,0,19,0
Arkansas,DEWITT WARD 3,Lieutenant Governor,,DEM,Anthony Bland,48,26,1,0,20,1
Arkansas,STUTTGART WARD 1,Lieutenant Governor,,DEM,Anthony Bland,380,0,5,0,118,257
Arkansas,STUTTGART WARD 2,Lieutenant Governor,,DEM,Anthony Bland,246,0,4,0,80,162
Arkansas,STUTTGART WARD 3,Lieutenant Governor,,DEM,Anthony Bland,209,0,5,0,61,143
Arkansas,MCFALL,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,CROCKETT,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,KEATON,Attorney General,,LIB,Kerry Hicks,3,1,0,0,2,0
Arkansas,MILL BAYOU,Attorney General,,LIB,Kerry Hicks,4,1,1,0,1,1
Arkansas,ALMYRA,Attorney General,,LIB,Kerry Hicks,2,0,0,0,1,1
Arkansas,PRAIRIE,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Arkansas,LAGRUE,Attorney General,,LIB,Kerry Hicks,9,6,1,0,2,0
Arkansas,ST. CHARLES,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Arkansas,CHESTER,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,ARKANSAS,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,STANLEY,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,Attorney General,,LIB,Kerry Hicks,1,0,0,0,1,0
