county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Ashley,MONTROSE RURAL,U.S. Congress District 4,,LIB,Tom Canada,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. Congress District 4,,LIB,Tom Canada,4,4,0,0,0
Ashley,PARKDALE RURAL,U.S. Congress District 4,,LIB,Tom Canada,0,0,0,0,0
Ashley,WILMOT CITY,U.S. Congress District 4,,LIB,Tom Canada,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. Congress District 4,,LIB,Tom Canada,0,0,0,0,0
Ashley,CW1,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,260,92,0,160,8
Ashley,CW2,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,278,87,0,186,5
Ashley,CW3,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,150,53,0,95,2
Ashley,NCE,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,61,25,0,34,2
Ashley,NCW,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,41,28,0,13,0
Ashley,WCR,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,136,54,0,81,1
Ashley,VOTECH,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,59,28,0,30,1
Ashley,COOTER,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,29,20,1,8,0
Ashley,HICKORY GROVE,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,40,24,1,14,1
Ashley,CROSSROADS,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,43,21,0,22,0
Ashley,HW3,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,73,28,0,42,3
Ashley,HW2,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,57,16,0,38,3
Ashley,HW1,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,146,65,0,79,2
Ashley,HAMBURG RURAL,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,64,24,0,39,1
Ashley,MT ZION,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,7,4,0,3,0
Ashley,MILO,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,46,21,0,22,3
Ashley,BEECH CREEK,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,1,1,0,0,0
Ashley,MIST,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,6,1,0,5,0
Ashley,FH CITY,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,26,17,0,9,0
Ashley,FH RURAL,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,27,20,0,7,0
Ashley,PORTLAND CITY,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,58,54,0,3,1
Ashley,PORTLAND RURAL,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,11,11,0,0,0
Ashley,BOYDELL,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,4,3,0,1,0
Ashley,SNY/TRA,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,4,3,0,1,0
Ashley,MONTROSE CITY,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,74,67,1,4,2
Ashley,MONTROSE RURAL,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,1,1,0,0,0
Ashley,PARKDALE CITY,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,51,47,0,4,0
Ashley,PARKDALE RURAL,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,4,4,0,0,0
Ashley,WILMOT CITY,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,119,87,0,29,3
Ashley,WILMOT RURAL,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,12,10,0,2,0
Ashley,CW1,U.S. Congress District 4,,REP,Representative Bruce Westerman,159,72,1,82,4
Ashley,CW2,U.S. Congress District 4,,REP,Representative Bruce Westerman,266,75,0,186,5
Ashley,CW3,U.S. Congress District 4,,REP,Representative Bruce Westerman,565,209,5,344,7
Ashley,NCE,U.S. Congress District 4,,REP,Representative Bruce Westerman,239,135,0,99,5
Ashley,NCW,U.S. Congress District 4,,REP,Representative Bruce Westerman,144,88,0,56,0
Ashley,WCR,U.S. Congress District 4,,REP,Representative Bruce Westerman,270,126,0,142,2
Ashley,VOTECH,U.S. Congress District 4,,REP,Representative Bruce Westerman,161,68,2,88,3
Ashley,COOTER,U.S. Congress District 4,,REP,Representative Bruce Westerman,130,99,1,30,0
Ashley,HICKORY GROVE,U.S. Congress District 4,,REP,Representative Bruce Westerman,301,131,4,164,2
Ashley,CROSSROADS,U.S. Congress District 4,,REP,Representative Bruce Westerman,238,122,1,111,4
Ashley,HW3,U.S. Congress District 4,,REP,Representative Bruce Westerman,261,75,0,183,3
Ashley,HW2,U.S. Congress District 4,,REP,Representative Bruce Westerman,146,54,0,88,4
Ashley,HW1,U.S. Congress District 4,,REP,Representative Bruce Westerman,39,20,0,19,0
Ashley,HAMBURG RURAL,U.S. Congress District 4,,REP,Representative Bruce Westerman,389,121,0,261,7
Ashley,MT ZION,U.S. Congress District 4,,REP,Representative Bruce Westerman,113,37,0,71,5
Ashley,MILO,U.S. Congress District 4,,REP,Representative Bruce Westerman,252,132,0,116,4
Ashley,BEECH CREEK,U.S. Congress District 4,,REP,Representative Bruce Westerman,20,8,0,12,0
Ashley,MIST,U.S. Congress District 4,,REP,Representative Bruce Westerman,58,20,0,38,0
Ashley,FH CITY,U.S. Congress District 4,,REP,Representative Bruce Westerman,25,21,0,4,0
Ashley,FH RURAL,U.S. Congress District 4,,REP,Representative Bruce Westerman,143,92,2,48,1
Ashley,PORTLAND CITY,U.S. Congress District 4,,REP,Representative Bruce Westerman,70,58,0,9,3
Ashley,PORTLAND RURAL,U.S. Congress District 4,,REP,Representative Bruce Westerman,19,19,0,0,0
Ashley,BOYDELL,U.S. Congress District 4,,REP,Representative Bruce Westerman,3,1,0,2,0
Ashley,SNY/TRA,U.S. Congress District 4,,REP,Representative Bruce Westerman,21,7,1,13,0
Ashley,MONTROSE CITY,U.S. Congress District 4,,REP,Representative Bruce Westerman,13,9,0,4,0
Ashley,MONTROSE RURAL,U.S. Congress District 4,,REP,Representative Bruce Westerman,2,2,0,0,0
Ashley,PARKDALE CITY,U.S. Congress District 4,,REP,Representative Bruce Westerman,26,23,0,3,0
Ashley,PARKDALE RURAL,U.S. Congress District 4,,REP,Representative Bruce Westerman,3,0,0,3,0
Ashley,WILMOT CITY,U.S. Congress District 4,,REP,Representative Bruce Westerman,31,26,0,4,1
Ashley,WILMOT RURAL,U.S. Congress District 4,,REP,Representative Bruce Westerman,36,22,0,12,2
Ashley,CW1,U.S. Congress District 4,,NON,Write-In,2,1,0,1,0
Ashley,CW2,U.S. Congress District 4,,NON,Write-In,1,0,0,1,0
Ashley,CW3,U.S. Congress District 4,,NON,Write-In,1,0,0,1,0
Ashley,NCE,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,NCW,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,WCR,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,VOTECH,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,COOTER,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,HICKORY GROVE,U.S. Congress District 4,,NON,Write-In,1,1,0,0,0
Ashley,CROSSROADS,U.S. Congress District 4,,NON,Write-In,1,0,0,1,0
Ashley,HW3,U.S. Congress District 4,,NON,Write-In,1,0,0,1,0
Ashley,HW2,U.S. Congress District 4,,NON,Write-In,2,1,0,1,0
Ashley,HW1,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,HAMBURG RURAL,U.S. Congress District 4,,NON,Write-In,2,0,0,2,0
Ashley,MT ZION,U.S. Congress District 4,,NON,Write-In,1,0,0,0,1
Ashley,MILO,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,BEECH CREEK,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,MIST,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,FH CITY,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,FH RURAL,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,PORTLAND CITY,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,PORTLAND RURAL,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,BOYDELL,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,SNY/TRA,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,MONTROSE RURAL,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,WILMOT CITY,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Ashley,CW1,Governor,,DEM,Jared K. Henderson,249,89,0,152,8
Ashley,CW2,Governor,,DEM,Jared K. Henderson,260,86,0,169,5
Ashley,CW3,Governor,,DEM,Jared K. Henderson,136,50,0,84,2
Ashley,NCE,Governor,,DEM,Jared K. Henderson,51,20,0,31,0
Ashley,NCW,Governor,,DEM,Jared K. Henderson,39,25,0,14,0
Ashley,WCR,Governor,,DEM,Jared K. Henderson,125,49,0,75,1
Ashley,VOTECH,Governor,,DEM,Jared K. Henderson,54,23,0,30,1
Ashley,COOTER,Governor,,DEM,Jared K. Henderson,24,17,1,6,0
Ashley,HICKORY GROVE,Governor,,DEM,Jared K. Henderson,38,23,1,13,1
Ashley,CROSSROADS,Governor,,DEM,Jared K. Henderson,38,20,0,18,0
Ashley,HW3,Governor,,DEM,Jared K. Henderson,61,23,0,35,3
Ashley,HW2,Governor,,DEM,Jared K. Henderson,52,12,0,36,4
Ashley,HW1,Governor,,DEM,Jared K. Henderson,128,56,0,70,2
Ashley,HAMBURG RURAL,Governor,,DEM,Jared K. Henderson,65,22,0,41,2
Ashley,MT ZION,Governor,,DEM,Jared K. Henderson,6,4,0,2,0
Ashley,MILO,Governor,,DEM,Jared K. Henderson,35,16,0,17,2
Ashley,BEECH CREEK,Governor,,DEM,Jared K. Henderson,1,1,0,0,0
Ashley,MIST,Governor,,DEM,Jared K. Henderson,6,3,0,3,0
Ashley,FH CITY,Governor,,DEM,Jared K. Henderson,25,17,0,8,0
Ashley,FH RURAL,Governor,,DEM,Jared K. Henderson,28,22,0,6,0
Ashley,PORTLAND CITY,Governor,,DEM,Jared K. Henderson,61,55,0,5,1
Ashley,PORTLAND RURAL,Governor,,DEM,Jared K. Henderson,10,10,0,0,0
Ashley,BOYDELL,Governor,,DEM,Jared K. Henderson,3,2,0,1,0
Ashley,SNY/TRA,Governor,,DEM,Jared K. Henderson,1,1,0,0,0
Ashley,MONTROSE CITY,Governor,,DEM,Jared K. Henderson,68,61,1,4,2
Ashley,MONTROSE RURAL,Governor,,DEM,Jared K. Henderson,1,1,0,0,0
Ashley,PARKDALE CITY,Governor,,DEM,Jared K. Henderson,55,53,0,2,0
Ashley,PARKDALE RURAL,Governor,,DEM,Jared K. Henderson,4,4,0,0,0
Ashley,WILMOT CITY,Governor,,DEM,Jared K. Henderson,115,84,0,28,3
Ashley,WILMOT RURAL,Governor,,DEM,Jared K. Henderson,12,10,0,2,0
Ashley,CW1,Governor,,LIB,Mark West,7,6,0,1,0
Ashley,CW2,Governor,,LIB,Mark West,10,3,0,7,0
Ashley,CW3,Governor,,LIB,Mark West,15,8,0,7,0
Ashley,NCE,Governor,,LIB,Mark West,6,4,0,2,0
Ashley,NCW,Governor,,LIB,Mark West,5,3,0,2,0
Ashley,WCR,Governor,,LIB,Mark West,8,4,0,4,0
Ashley,VOTECH,Governor,,LIB,Mark West,9,5,0,4,0
Ashley,COOTER,Governor,,LIB,Mark West,4,3,0,1,0
Ashley,HICKORY GROVE,Governor,,LIB,Mark West,3,0,0,3,0
Ashley,CROSSROADS,Governor,,LIB,Mark West,12,3,0,9,0
Ashley,HW3,Governor,,LIB,Mark West,6,5,0,1,0
Ashley,HW2,Governor,,LIB,Mark West,3,1,0,2,0
Ashley,HW1,Governor,,LIB,Mark West,9,4,0,5,0
Ashley,HAMBURG RURAL,Governor,,LIB,Mark West,6,2,0,4,0
Ashley,MT ZION,Governor,,LIB,Mark West,2,0,0,2,0
Ashley,MILO,Governor,,LIB,Mark West,5,2,0,3,0
Ashley,BEECH CREEK,Governor,,LIB,Mark West,1,0,0,1,0
Ashley,MIST,Governor,,LIB,Mark West,1,0,0,1,0
Ashley,FH CITY,Governor,,LIB,Mark West,0,0,0,0,0
Ashley,FH RURAL,Governor,,LIB,Mark West,4,2,0,2,0
Ashley,PORTLAND CITY,Governor,,LIB,Mark West,1,0,0,1,0
Ashley,PORTLAND RURAL,Governor,,LIB,Mark West,1,1,0,0,0
Ashley,BOYDELL,Governor,,LIB,Mark West,3,1,0,2,0
Ashley,SNY/TRA,Governor,,LIB,Mark West,1,1,0,0,0
Ashley,MONTROSE CITY,Governor,,LIB,Mark West,1,1,0,0,0
Ashley,MONTROSE RURAL,Governor,,LIB,Mark West,0,0,0,0,0
Ashley,PARKDALE CITY,Governor,,LIB,Mark West,2,2,0,0,0
Ashley,PARKDALE RURAL,Governor,,LIB,Mark West,0,0,0,0,0
Ashley,WILMOT CITY,Governor,,LIB,Mark West,0,0,0,0,0
Ashley,WILMOT RURAL,Governor,,LIB,Mark West,1,0,0,0,1
Ashley,CW1,Governor,,REP,Governor Asa Hutchinson,177,75,1,96,5
Ashley,CW2,Governor,,REP,Governor Asa Hutchinson,287,78,0,203,6
Ashley,CW3,Governor,,REP,Governor Asa Hutchinson,573,211,5,350,7
Ashley,NCE,Governor,,REP,Governor Asa Hutchinson,250,141,0,102,7
Ashley,NCW,Governor,,REP,Governor Asa Hutchinson,142,89,0,53,0
Ashley,WCR,Governor,,REP,Governor Asa Hutchinson,279,129,0,148,2
Ashley,VOTECH,Governor,,REP,Governor Asa Hutchinson,161,71,2,85,3
Ashley,COOTER,Governor,,REP,Governor Asa Hutchinson,133,100,1,32,0
Ashley,HICKORY GROVE,Governor,,REP,Governor Asa Hutchinson,303,135,4,162,2
Ashley,CROSSROADS,Governor,,REP,Governor Asa Hutchinson,233,121,1,107,4
Ashley,HW3,Governor,,REP,Governor Asa Hutchinson,270,77,0,190,3
Ashley,HW2,Governor,,REP,Governor Asa Hutchinson,153,58,0,92,3
Ashley,HW1,Governor,,REP,Governor Asa Hutchinson,51,24,0,27,0
Ashley,HAMBURG RURAL,Governor,,REP,Governor Asa Hutchinson,396,125,0,264,7
Ashley,MT ZION,Governor,,REP,Governor Asa Hutchinson,115,38,0,71,6
Ashley,MILO,Governor,,REP,Governor Asa Hutchinson,261,137,0,119,5
Ashley,BEECH CREEK,Governor,,REP,Governor Asa Hutchinson,20,8,0,12,0
Ashley,MIST,Governor,,REP,Governor Asa Hutchinson,62,19,0,43,0
Ashley,FH CITY,Governor,,REP,Governor Asa Hutchinson,29,24,0,5,0
Ashley,FH RURAL,Governor,,REP,Governor Asa Hutchinson,140,91,2,46,1
Ashley,PORTLAND CITY,Governor,,REP,Governor Asa Hutchinson,72,61,0,8,3
Ashley,PORTLAND RURAL,Governor,,REP,Governor Asa Hutchinson,21,21,0,0,0
Ashley,BOYDELL,Governor,,REP,Governor Asa Hutchinson,1,1,0,0,0
Ashley,SNY/TRA,Governor,,REP,Governor Asa Hutchinson,24,9,1,14,0
Ashley,MONTROSE CITY,Governor,,REP,Governor Asa Hutchinson,22,18,0,4,0
Ashley,MONTROSE RURAL,Governor,,REP,Governor Asa Hutchinson,2,2,0,0,0
Ashley,PARKDALE CITY,Governor,,REP,Governor Asa Hutchinson,25,20,0,5,0
Ashley,PARKDALE RURAL,Governor,,REP,Governor Asa Hutchinson,3,0,0,3,0
Ashley,WILMOT CITY,Governor,,REP,Governor Asa Hutchinson,38,31,0,6,1
Ashley,WILMOT RURAL,Governor,,REP,Governor Asa Hutchinson,35,22,0,12,1
Ashley,CW1,Lieutenant Governor,,DEM,Anthony Bland,259,91,0,160,8
Ashley,CW2,Lieutenant Governor,,DEM,Anthony Bland,269,83,0,181,5
Ashley,CW3,Lieutenant Governor,,DEM,Anthony Bland,152,55,0,95,2
Ashley,NCE,Lieutenant Governor,,DEM,Anthony Bland,53,23,0,28,2
Ashley,NCW,Lieutenant Governor,,DEM,Anthony Bland,39,26,0,13,0
Ashley,WCR,Lieutenant Governor,,DEM,Anthony Bland,132,52,0,79,1
Ashley,VOTECH,Lieutenant Governor,,DEM,Anthony Bland,60,27,0,32,1
Ashley,COOTER,Lieutenant Governor,,DEM,Anthony Bland,23,15,1,7,0
Ashley,HICKORY GROVE,Lieutenant Governor,,DEM,Anthony Bland,42,24,1,16,1
Ashley,CROSSROADS,Lieutenant Governor,,DEM,Anthony Bland,40,20,0,20,0
Ashley,HW3,Lieutenant Governor,,DEM,Anthony Bland,60,23,0,34,3
Ashley,HW2,Lieutenant Governor,,DEM,Anthony Bland,50,12,0,37,1
Ashley,HW1,Lieutenant Governor,,DEM,Anthony Bland,136,56,0,78,2
Ashley,HAMBURG RURAL,Lieutenant Governor,,DEM,Anthony Bland,66,21,0,43,2
Ashley,MT ZION,Lieutenant Governor,,DEM,Anthony Bland,6,3,0,3,0
Ashley,MILO,Lieutenant Governor,,DEM,Anthony Bland,44,21,0,21,2
Ashley,BEECH CREEK,Lieutenant Governor,,DEM,Anthony Bland,1,1,0,0,0
Ashley,MIST,Lieutenant Governor,,DEM,Anthony Bland,9,3,0,6,0
Ashley,FH CITY,Lieutenant Governor,,DEM,Anthony Bland,27,18,0,9,0
Ashley,FH RURAL,Lieutenant Governor,,DEM,Anthony Bland,28,21,0,7,0
Ashley,PORTLAND CITY,Lieutenant Governor,,DEM,Anthony Bland,62,57,0,4,1
Ashley,PORTLAND RURAL,Lieutenant Governor,,DEM,Anthony Bland,12,12,0,0,0
Ashley,BOYDELL,Lieutenant Governor,,DEM,Anthony Bland,4,3,0,1,0
Ashley,SNY/TRA,Lieutenant Governor,,DEM,Anthony Bland,4,3,0,1,0
Ashley,MONTROSE CITY,Lieutenant Governor,,DEM,Anthony Bland,74,67,1,4,2
Ashley,MONTROSE RURAL,Lieutenant Governor,,DEM,Anthony Bland,1,1,0,0,0
Ashley,PARKDALE CITY,Lieutenant Governor,,DEM,Anthony Bland,53,50,0,3,0
Ashley,PARKDALE RURAL,Lieutenant Governor,,DEM,Anthony Bland,5,4,0,1,0
Ashley,WILMOT CITY,Lieutenant Governor,,DEM,Anthony Bland,116,86,0,27,3
Ashley,WILMOT RURAL,Lieutenant Governor,,DEM,Anthony Bland,12,10,0,2,0
Ashley,CW1,Lieutenant Governor,,LIB,Frank Gilbert,5,2,0,3,0
Ashley,CW2,Lieutenant Governor,,LIB,Frank Gilbert,13,7,0,6,0
Ashley,CW3,Lieutenant Governor,,LIB,Frank Gilbert,8,4,0,4,0
Ashley,NCE,Lieutenant Governor,,LIB,Frank Gilbert,7,5,0,2,0
Ashley,NCW,Lieutenant Governor,,LIB,Frank Gilbert,3,3,0,0,0
Ashley,WCR,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,2,0
Ashley,VOTECH,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0
Ashley,COOTER,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,1,0
Ashley,HICKORY GROVE,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0
Ashley,CROSSROADS,Lieutenant Governor,,LIB,Frank Gilbert,8,3,0,5,0
Ashley,HW3,Lieutenant Governor,,LIB,Frank Gilbert,4,4,0,0,0
Ashley,HW2,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0
Ashley,HW1,Lieutenant Governor,,LIB,Frank Gilbert,7,4,0,3,0
Ashley,HAMBURG RURAL,Lieutenant Governor,,LIB,Frank Gilbert,8,2,0,6,0
Ashley,MT ZION,Lieutenant Governor,,LIB,Frank Gilbert,3,1,0,2,0
Ashley,MILO,Lieutenant Governor,,LIB,Frank Gilbert,6,3,0,3,0
Ashley,BEECH CREEK,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1,0
Ashley,MIST,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1,0
Ashley,FH CITY,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Ashley,FH RURAL,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0
Ashley,PORTLAND CITY,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1,0
Ashley,PORTLAND RURAL,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Ashley,BOYDELL,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Ashley,SNY/TRA,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Ashley,MONTROSE CITY,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Ashley,MONTROSE RURAL,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Ashley,PARKDALE CITY,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0
Ashley,PARKDALE RURAL,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Ashley,WILMOT CITY,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1,0
Ashley,WILMOT RURAL,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Ashley,CW1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,164,76,1,82,5
Ashley,CW2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,272,77,0,189,6
Ashley,CW3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,566,211,5,343,7
Ashley,NCE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,247,137,0,105,5
Ashley,NCW,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,144,88,0,56,0
Ashley,WCR,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,277,129,0,146,2
Ashley,VOTECH,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,161,69,2,87,3
Ashley,COOTER,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,134,102,1,31,0
Ashley,HICKORY GROVE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,301,133,4,162,2
Ashley,CROSSROADS,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,237,122,1,110,4
Ashley,HW3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,275,80,0,192,3
Ashley,HW2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,159,58,0,95,6
Ashley,HW1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,44,23,0,21,0
Ashley,HAMBURG RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,393,125,0,261,7
Ashley,MT ZION,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,112,38,0,68,6
Ashley,MILO,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,251,132,0,114,5
Ashley,BEECH CREEK,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,20,8,0,12,0
Ashley,MIST,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,59,19,0,40,0
Ashley,FH CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,25,21,0,4,0
Ashley,FH RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,142,91,2,48,1
Ashley,PORTLAND CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,70,58,0,9,3
Ashley,PORTLAND RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,20,20,0,0,0
Ashley,BOYDELL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,3,1,0,2,0
Ashley,SNY/TRA,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,22,8,1,13,0
Ashley,MONTROSE CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,16,12,0,4,0
Ashley,MONTROSE RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,2,2,0,0,0
Ashley,PARKDALE CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,26,22,0,4,0
Ashley,PARKDALE RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,2,0,0,2,0
Ashley,WILMOT CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,37,31,0,5,1
Ashley,WILMOT RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,36,22,0,12,2
Ashley,CW1,Attorney General,,REP,Attorney General Leslie Rutledge,160,71,0,84,5
Ashley,CW2,Attorney General,,REP,Attorney General Leslie Rutledge,262,73,0,183,6
Ashley,CW3,Attorney General,,REP,Attorney General Leslie Rutledge,552,206,5,334,7
Ashley,NCE,Attorney General,,REP,Attorney General Leslie Rutledge,244,137,0,102,5
Ashley,NCW,Attorney General,,REP,Attorney General Leslie Rutledge,139,86,0,53,0
Ashley,WCR,Attorney General,,REP,Attorney General Leslie Rutledge,272,131,0,139,2
Ashley,VOTECH,Attorney General,,REP,Attorney General Leslie Rutledge,168,76,2,88,2
Ashley,COOTER,Attorney General,,REP,Attorney General Leslie Rutledge,131,99,1,31,0
Ashley,HICKORY GROVE,Attorney General,,REP,Attorney General Leslie Rutledge,296,130,4,160,2
Ashley,CROSSROADS,Attorney General,,REP,Attorney General Leslie Rutledge,237,122,1,110,4
